ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19
Waikato District,2022-2023,7901.58447265625,3850721.3551528035,1.7128035606081497E7,79385.982421875,348832.77978515625,2.9381847442164525E7,9790716.83268995,206358.49267578125,79260.86474609375,5.371066034920154E7,1.5228107643447459E7,2075214.34760455,1.6030585470486745E7,1268261.2785634957,2.968949526931679E7,1.3438913504926853E7,3.287096588777937E8,4.1958383993245834E8,63412.22998046875,1.2343099989711587E9
Matamata-Piako District,2022-2023,,862295.7373046875,1474162.5913641239,,,1.391254558230507E7,655970.4838867188,,,1.9736114687603403E7,377074.8077588848,86732.5048828125,7480585.517758117,339795.68017578125,4378219.393066406,3700356.3676413144,1.7486448853628602E7,4.445959319261278E8,,5.394730756741518E8
Hamilton City,2022-2023,,,71006.888671875,,,388002.12569891236,,,,737356.3801030178,,23670.47216796875,149845.6015625,4610.2361500459565,180650.33158318014,7890.095703125,94663.50927734375,1.1777887846296722E7,,1.4184505856663603E7
Waipa District,2022-2023,,410525.06569584867,1022831.4633789062,,7857.6396484375,1.0582128892176012E7,277883.7196135876,,,1.240458811314338E7,1405213.382297411,125929.27880859375,4943222.8611347275,173063.43115234375,637679.1049804688,1112602.9839345894,2.32781198515759E7,1.9414509315914345E8,,3.523692480412206E8
Ōtorohanga District,2022-2023,,588651.3481445312,3865303.535661765,942965.4638671875,392899.52001953125,6740638.115870099,1645118.485056679,23579.185546875,15707.298828125,9234707.091446461,7758034.116685816,437808.19171070773,2981076.127270987,489219.3989755668,628536.0757218903,2407833.1382640162,8.741560783142616E7,4.895074752112822E7,,1.8483426568944925E8
South Waikato District,2022-2023,15663.7626953125,1604786.011194087,5683968.242120481,7836.8916015625,15671.49169921875,1.846684974539675E7,9206513.226863127,,,1.7015465871936273E7,4.522745828918313E7,1062470.3049402572,1.4516990035280714E7,502290.10888671875,1.0457092631334253E7,8709901.226738665,3.860946298788871E7,1.1209951234586973E8,23504.75927734375,9.170071001327166E7
Waitomo District,2022-2023,,1691066.999798943,2821591.847981771,95493.96609796262,86315.08154296875,3882977.382580806,3799328.4517118568,47099.4580078125,15707.298828125,8694339.471899893,7696747.802734375,1812690.96484375,3146702.5419921875,258281.62646484375,1127077.5544998469,4597266.122328814,2.696592903827321E8,1.9370392928417966E7,15702.26025390625,2.649519643510934E8
Taupo District,2022-2023,62421.1962890625,1.4203263252119714E7,5493022.283861825,116861.46630859375,1201114.114409084,4.6022860085782394E7,4.244831841578968E7,131539.5302734375,700664.0649414062,3.134916921617647E7,2.8936734812156093E8,5.5354100632079124E7,2.506070067201861E7,2082583.7524414062,5.3689454881454885E7,1.4921064431768918E7,1.0304086520731272E8,1.3459293121763363E8,46641.25634765625,5.170723003177216E8
Western Bay of Plenty District,2022-2023,31538.7685546875,1159315.6435546875,4631071.78147212,220917.1630859375,105293.4681295956,4.906242775003064E7,3721372.6344860597,55413.24755859375,101265.19233494179,6397224.037988281,2.5543661416580502E7,1.23928032688534E7,5339317.489901194,302519.4689108456,2.284092431654412E7,6554328.587704887,1.4164081624919578E7,2.7482450286822148E7,39579.779296875,3.5649258295301005E7
Tauranga City,2022-2023,,29030.88962545956,292845.2879595588,7899.703125,35556.2880859375,3401650.9793907017,102675.99609375,15805.33154296875,7902.90087890625,516055.0174574908,587958.3909294578,936403.6553079045,274830.9244734221,7892.64111328125,1327841.2200597427,528925.1442670038,381131.46028262866,2187651.1676528035,23699.76123046875,1807601.6165517764
Rotorua District,2022-2023,31353.48681640625,1825798.7488357844,4014425.2799364277,110007.3818359375,854624.038459329,1.9865618180750232E7,1.101163515938266E7,151168.48924632353,279578.6068321079,1.5300178986408548E7,6.740250750170803E7,1.8166403150327433E7,6971810.47237477,291481.449475337,2.8377864048313037E7,5152091.292838542,3.9350565036753215E7,1.0449583466206534E8,204097.97900390625,2.1246404519105202E8
Whakatane District,2022-2023,62780.328125,5168565.366526884,7518449.419042969,157321.2314453125,1703994.123291973,5.164699431711474E7,6326397.712915517,55035.81884765625,3841930.6106158085,1.0707135611448761E7,1.1711859353840955E8,2.943693680225184E7,4072126.3684321386,868904.47265625,5.463344209878599E7,1.672480900175207E7,7.983210076113473E7,4.121101247327284E7,141157.662109375,7.198584571042241E7
Kawerau District,2022-2023,,58436.396292892154,20834.627671185663,,,127891.96793045342,,,7427.7079541973035,234129.36453737743,290785.83740234375,511756.1134057139,15719.2666015625,15720.31103515625,173215.57334367343,31434.166015625,2545080.4248161768,771422.1269665288,,1418047.8183957567
Ōpōtiki District,2022-2023,23587.345703125,726945.8709329044,1883688.5375976562,102402.19580078125,23638.95068359375,3352934.953257123,1992194.6934072457,146682.2560470282,196063.55001340382,804566.2177734375,8205613.635709636,4252400.758191636,544767.89453125,275984.482421875,5274958.365542662,3618199.4613683363,9268757.920559512,1723265.7084960938,1534710.930367264,1531500.3037109375
Gisborne District,2022-2023,7891.03857421875,3.2544633056439567E7,3.1237673763664216E7,569837.3359375,492937.98681640625,1.3545556711425781E7,2.1250934037534468E7,296590.72412109375,1533926.0952148438,5.125053651123047E7,5.242794648512772E8,6.703868879025161E7,1.6477133289550781E7,4336473.6865234375,6.3716597621348426E7,2.7594542298527494E7,1.3378644483460286E8,1.1256210176757812E7,3030950.16132621,7.304629625415327E7
Hastings District,2022-2023,292266.61767578125,3.519720668291016E7,1.5908147937009804E7,2039138.163593367,8247067.277774586,6.344321419290174E7,2.5816208555688955E7,292806.13037109375,801285.3193359375,4.7121651661944695E7,8.340595443329889E7,1.9686980384882048E8,1.5316719864269301E7,2326828.5386661305,2.7356420769267E7,2.6022484115896907E7,2.94037213974169E7,1.2680631131374463E7,1470079.4213905483,2.1029344314197877E8
Napier City,2022-2023,61635.677734375,1390534.694732307,77070.0146484375,360992.0532992494,363227.0377814797,2072625.4249731929,124074.86472311581,15410.927734375,192567.88818359375,509571.64896599256,131412.82841796876,5634036.140132886,115613.82092141543,7700.0712890625,1060219.5079044118,466666.12707950367,435056.601886106,351935.32913985907,7700.0712890625,851665.2254078585
Central Hawke's Bay District,2022-2023,30662.99365234375,1.855838953298866E7,5394410.875716146,650401.8735351562,2303065.389139093,1.174069397889438E8,2.8934395455376845E7,183867.8095703125,390360.123046875,1.4699580582848882E7,9173803.54146561,8.886387352681333E7,3159370.4299766393,959153.8610753677,1.6726326690169271E7,2.0365006200250845E7,1.378873116190832E7,2.2733871069705497E7,239336.68635684744,6.780459589257239E7
Wairoa District,2022-2023,271580.69384765625,1.3061583159982E7,8056667.797602635,1370058.8021063113,752695.3120117188,3751190.2114468445,8647247.951979931,535217.7368164062,450121.5322265625,7317702.247694546,5.5845038471072696E7,1.588072768470052E7,1963154.120858226,1151859.7366593904,1.2322952801269531E7,1.6928508632100184E7,3.535096499210708E7,240629.55224609375,1522131.8798828125,1.2664879572780713E7
Tasman District,2022-2023,375764.90185546875,2.2619013661132812E7,1036429.41015625,3893878.7880859375,518057.06494140625,8677414.098144531,1.1381762552734375E7,1360400.107421875,5597090.1572265625,1785826.9516601562,4.288172116642923E7,8844389.988769531,973406.6298828125,3933978.9547143076,3958234.3940429688,3.1475026560546875E7,1.5344606880371094E7,684520.8369140625,3763067.3315027575,4041369.4575195312
Nelson City,2022-2023,45073.4716796875,909463.9516601562,,398096.6748046875,,90439.20320542279,1118897.2294021905,22517.60986328125,270609.202611826,7521.4609375,2802020.9970703125,45115.55322265625,,82645.48779296875,37556.89404296875,6469658.131288296,1713608.3076171875,,532208.4108838849,
Marlborough District,2022-2023,605055.6640625,2.759626113299249E7,2617001.9067382812,2481545.166015625,3666428.9233398438,8757445.420410156,1.1989127865722656E7,1226274.703125,3431656.6147135417,5231026.059794348,3.4301249869628906E7,9527017.467773438,3703671.1928710938,2765420.846610754,7277758.180175781,3.781378475272863E7,1.1946868277759269E7,5221543.838378906,3370560.6377431834,9017537.116718367
Kaikoura District,2022-2023,244400.13037109375,1400728.1819355085,216986.4526941636,941636.7543945312,237444.37744140625,1441574.7290039062,2292300.9946289062,466888.27734375,66624.708984375,325378.521484375,517795.65869140625,1080997.2163085938,147822.0205078125,221994.12158203125,140627.5556640625,2044936.5151367188,819090.3136776194,37063.095703125,181224.75863587623,614740.3774414062
Far North District,2022-2023,1930642.1748046875,8142512.754630055,1.084454890362573E8,777514.7290039062,1575789.6591796875,2.540684593365311E7,5902620.241699219,534081.8022460938,277532.32505553006,7.518781139997128E7,8.674191606981082E7,2.618469137319049E7,6315990.363692937,1925180.8068838082,2.6655401988742724E7,2.1127905023010492E7,3.040200273415269E8,7.35848233783586E7,1712787.740234375,3.5483425724545604E8
Whangarei District,2022-2023,48599.99267578125,3699664.1298157936,2.368362706296147E7,72905.0029296875,113672.39034734988,2.2839482047851562E7,4706901.6885703895,48597.93603515625,250940.3759765625,6.457142659273131E7,2.905242739504825E7,1.0332770013736978E7,2806677.5506376377,1369256.98046875,3.8607518393585324E7,1.4006945936320465E7,1.1523828338702513E8,3.50349248300494E7,746035.9375,9.521111797866884E7
Kaipara District,2022-2023,1065293.9775831036,9167014.277675016,2.037189322878179E7,1841691.6801757812,920165.6670572917,1.32089553863894E7,3425753.012030867,619861.560546875,918500.9787932751,8.359779186380017E7,5.939766351117493E7,1.0299298016189873E7,4494057.321932444,1737987.1191253064,1.773120217146331E7,1.0558454197447535E7,3.023076066951172E8,2.930350620988243E7,1616721.704620481,4.625169398997799E8
Auckland,2022-2023,425357.22998046875,7349931.37611443,3.979527860852673E7,537897.9765625,543447.0434570312,1.9889955920563344E7,2691814.5631740196,664297.1254882812,497330.044921875,1.1978315997994027E8,3.511747706344784E7,1.1423049733394608E7,5357777.737921262,1500060.6689989278,1.351450850485026E7,1.2917769948736213E7,3.105994575994792E8,3.5029404169117644E7,1026629.4555664062,4.5558841565673065E8
Waitaki District,2022-2023,1.0836350415259268E7,5.9610099607318476E7,1278136.045065487,2.1080072571762025E7,502725.70120251225,5.086367559635991E7,6.878539057723269E7,1008641.0346756282,1070516.5952397366,299089.98486328125,6521223.660644531,6358147.302221201,35292.00439453125,4.362357311100451E7,1639285.2485351562,2.3195842503275123E8,4193224.1362304688,163766.2490234375,4500828.13962163,4011200.898799402
Central Otago District,2022-2023,1.625908126205193E7,5.460242928949525E7,2103796.6435546875,5862769.895996094,225388.53564453125,5.235146090722656E7,5.9737761771348424E7,324210.015625,1173284.4619140625,1422309.4848632812,687576.7749425551,9781849.281661687,309606.70556640625,1.25472228258521E7,1215538.2026367188,2.9539861878036153E8,4287362.09748583,494728.8369140625,2078796.633157169,5282445.662109375
Queenstown-Lakes District,2022-2023,1846377.8159179688,1.1436808439941406E7,867088.0014648438,1981872.626953125,3721589.9799804688,9781898.892089844,1.2200269801143153E7,241985.51416015625,653936.4282226562,1459387.3237304688,772678.955078125,2742182.990368413,1285007.98046875,1.801835895182866E7,981076.7553710938,2.3142030401072305E7,1309023.0887025122,757008.4892578125,4836572.651809513,1517554.7216796875
Dunedin City,2022-2023,8986144.643928079,2.9264537918231085E7,63009.79296875,4943167.750271905,90443.4404296875,1.1923628222684972E7,3.606020494236174E7,55824.30419921875,181380.7685546875,75286.51611519608,1.113538186997549E7,1294183.6674804688,48849.287109375,192141.69146943933,62797.2265625,2.458434137549651E8,3777064.8901367188,,27873.2060546875,601144.6689453125
Clutha District,2022-2023,1.6636382384587545E7,1.3320186486373122E8,1220401.8501608456,1.0822485640215226E7,2048474.8251953125,5.0447389504396446E7,1.1364580078218444E8,464995.759765625,3265075.5434570312,2909501.9101026347,3.0826855222024355E7,5132071.9482421875,48428.77734375,777232.5932617188,709385.4223632812,8.080742667617187E7,2.284584005454389E7,13839.970703125,118036.189453125,4589097.087890625
Southland District,2022-2023,1.6506743743778722E7,3.0889927898583406E8,2756982.9021599265,1.8817228258358225E7,1.2009470000968901E7,1.3934974631411996E8,2.5582110915566024E8,1041448.1090341605,4288802.280847886,1.3469632997981772E7,4.411051994424786E7,1.4582325815487131E7,1134114.458048024,3716780.826415058,4462217.972167969,1.0499171479599227E8,3.3397343173625156E7,916951.5458984375,2837726.345703125,2.044113144091797E7
Gore District,2022-2023,4804315.308748851,3.336008225419921E7,260037.14266237745,2654520.036686198,180146.025390625,2.630473542023208E7,3.876138124637332E7,208175.615234375,618136.884765625,1067324.7883444394,2650878.9229664523,1278356.5751455268,,162122.13198146445,76398.046875,1.0806894731590841E7,3609246.233069087,,104114.0966796875,604424.73046875
Invercargill City,2022-2023,383692.0071806066,4054470.6139878216,327861.740234375,82804.98974609375,570796.240234375,1599851.7931181067,2724850.416578585,48823.00943053003,268818.51200597425,433752.1435546875,275617.353515625,192889.64990234375,199624.32080078125,27563.0048828125,20644.08935546875,1757722.0415039062,936082.2677696078,158319.2041015625,6875.330078125,702910.5390625
New Plymouth District,2022-2023,15505.365234375,3299671.175367647,1239936.734242877,62038.82568359375,209222.08850528492,5128482.180710018,582921.2738108916,100732.62451171875,64842.10377987132,4870975.954846431,1512340.9067957262,1961296.9397422643,1460217.581127451,441874.34375,516611.45215226716,3264103.174042586,5201342.3305261955,2443058.305679381,302138.37939453125,1.1396590657211244E7
Stratford District,2022-2023,,1139252.092733226,2597726.992876838,19322.038949525122,169970.21826171875,5700872.482425705,1214477.8330078125,7728.15478515625,15453.9677734375,2759133.12494447,8343565.435426242,1291143.5908049939,2978562.248324525,224084.83349609375,723046.7262331495,4627293.812988281,1.1447275767706418E7,2459885.741934743,7723.078125,4611093.129813879
South Taranaki District,2022-2023,7714.37744140625,5871846.040531173,2802422.4208984375,436003.51036688115,1271681.2456054688,2.6163103641611136E7,6092040.716674326,285503.43603515625,97179.78174785539,9737945.354312193,4111482.256096814,4053070.455472579,4132345.0380859375,1545192.1839882047,3325417.4350030636,7303292.73287186,5911371.995904181,8107747.542811735,193071.580078125,1.4299555995580576E7
Whanganui District,2022-2023,7662.74267578125,4069514.71065985,3178494.620680147,61322.97265625,337044.55610638787,6271285.448161765,6360165.662063419,30662.41455078125,15331.8876953125,5623822.215975413,1.3724937783074833E7,2491637.9117264096,4792286.133289292,792345.5504250919,1384128.730512791,9425258.107492724,1.657791676309168E7,4274499.6825137865,30687.21240234375,1.1092700068003217E7
Rangitikei District,2022-2023,38472.8046875,1.6687821997543277E7,3847722.9192727483,168062.73444010416,717008.899988511,1.9461759151686966E7,2.219482871616881E7,30643.912109375,30697.109375,2.5669076427537154E7,1.4102554690129057E7,1.1190985993667662E7,6160896.591555607,1881597.7930855546,2242039.964596737,7223141.083390779,7.902936860488856E7,2.2852250830179613E7,237659.12939453125,1.6003112287601867E8
Manawatu District,2022-2023,15317.96875,1.873301987853095E7,5177177.0642884495,283864.707098269,1350560.1293945312,2.6405792094027646E7,1.2005753293198528E7,165398.5432310815,30550.95068359375,2.3615007576430377E7,4302757.185094975,1.205303077712929E7,6606771.850934436,5998735.163700597,3631569.2736443016,6109109.232008272,3.1419678738710172E7,2.0691337920687806E7,168090.5205078125,4.329537699098883E7
Palmerston North City,2022-2023,,2773312.495682062,555639.1547851562,14881.707938878677,235931.97607421875,1597363.7548751533,441457.64208984375,110053.5104319853,,2012009.8801987593,1748646.1772460938,1852354.6407724419,801660.5491076899,1464885.099262791,136968.09034352022,1388368.9654967065,2709783.3744255514,784016.4892578125,30426.9248046875,2929587.5726064644
Tararua District,2022-2023,7576.0146484375,1.0057960081542969E7,3981952.549661075,37996.3740234375,554959.0361328125,2.0933536366741344E7,9228155.97970282,30423.75927734375,121685.44677734375,1.599998611904297E7,1.3270855119404871E7,2.750408806927658E7,4301259.586038986,1977710.388671875,5157235.116699219,3822901.7788085938,3.530424677096929E7,9062073.011073453,60752.4755859375,4.20474648601371E7
Horowhenua District,2022-2023,60696.86962890625,5080068.012396599,2899419.873046875,136624.09765625,529731.2497721354,1.0531072408988204E7,5755134.613612515,197219.63134765625,22759.95166015625,4328315.580882353,6167292.627987132,6200757.067340687,1594797.0935317096,3490233.155867034,2740531.9921875,3846511.9222924327,7961105.097217754,1.5010093151426546E7,257817.9306640625,1.3701122938308058E7
Kapiti Coast District,2022-2023,15095.49169921875,545764.5737074909,437484.80146484374,22657.8095703125,30215.572265625,128570.9423828125,490829.7140414369,,,590523.8272346047,3668519.383907782,601562.4322054993,437969.9607977175,411603.0190104167,459000.84159964765,1504416.5969458485,559721.1040039062,279781.67661611515,60440.77587890625,627368.5267865349
Porirua City,2022-2023,,481937.55029296875,72780.64294960172,,37645.34228515625,,128045.1884765625,,,90332.1015625,1839509.5992934282,75273.251953125,194339.00229204964,125705.83461626837,72797.57177734375,791833.375848269,75290.39208984375,7525.41943359375,,112970.11767578125
Upper Hutt City,2022-2023,,1158720.805914905,120477.5849609375,15052.66455078125,37619.38427734375,67701.75732421875,241078.4775390625,7523.3896484375,7533.833984375,328458.3748851103,3630122.0771484375,225785.56103515625,203234.46337890625,66468.30287798712,918854.4365234375,1442869.4467773438,1286121.1694929532,60241.37548828125,7538.39111328125,308551.9111328125
Lower Hutt City,2022-2023,15023.10400390625,330235.91748046875,15011.8076171875,,30060.953125,,44990.7919921875,,7520.4453125,172904.3487859988,509930.3349609375,45080.88427734375,82655.5029296875,15009.96826171875,209996.14990234375,427559.671875,22538.97412109375,,15030.72998046875,52456.818359375
Wellington City,2022-2023,,217952.4013671875,82672.31005859375,,,,7503.6630859375,15033.0673828125,,52584.24072265625,353145.5029296875,30013.736328125,75133.48486328125,90172.55908203125,52610.8056640625,240464.435546875,99483.92833754595,,,30044.5625
Masterton District,2022-2023,,8737769.098232614,3800726.630260034,143307.5322265625,391928.97802734375,2.4130123480441943E7,7344000.284143306,30220.5263671875,331781.5,1.0924929617612591E7,2.885359523342333E7,2.0407780839675244E7,6311375.313357843,1283222.7614889706,1.2219770656089155E7,7726740.240718827,2.7009743263080187E7,6678156.3102271,52779.759765625,1.3117284923521753E7
Carterton District,2022-2023,22593.39599609375,5213290.0889054835,362075.271405867,482015.1826171875,67758.53369140625,2.187403823896676E7,6518151.916607307,67819.7890625,143145.35791015625,3191781.477883731,1.237098661948338E7,1.7659704993098952E7,1260869.5701478247,1071517.2077435663,2369753.3733628215,3480619.946915212,4552000.424730009,1382502.6354683668,97931.8291015625,1.2184395333067173E7
South Wairarapa District,2022-2023,7495.10009765625,1.0184211807069546E7,2258722.1958007812,751056.8227539062,270452.052734375,4.272674491632966E7,9702679.625827204,45106.7763671875,127528.03564453125,5340339.110839844,5059493.3857421875,1.8331836528247554E7,1712128.4945925246,2535330.949253217,3776992.437298943,4510095.285389859,3586732.647895604,1.0984041647460938E7,195240.5078125,2.322782917901348E7
Buller District,2022-2023,155746.26416015625,9622980.96964231,290579.89892578125,1456567.2299804688,59536.02783203125,1989229.7314453125,1.1210494992499616E7,156323.27685546875,1312472.3149126838,809968.2001953125,288802.19189453125,2222377.6450195312,104263.81884765625,1180799.7568359375,252806.2744140625,9839036.868851487,2042683.21875,7416.607421875,534366.2895507812,482453.70263671875
Grey District,2022-2023,316052.9753848805,1.1907310729122626E7,507999.35791015625,1680052.3353496478,180432.92820159314,2254797.915257353,1.078580815702742E7,461499.0618144914,2063039.7480755975,1709720.3720703125,7533057.4990234375,2636883.9321289062,1389986.8990885415,2100031.0366210938,1215042.266071155,1.0886881152305454E7,2224798.0034179688,,1298754.1422353708,2298463.5986328125
Westland District,2022-2023,1873964.3201229319,1.1200601780497473E7,1145919.5571289062,4021861.386125153,4450724.9979760265,4511339.574707031,9998059.97215265,800489.9868164062,4145774.4279354317,3592396.6528320312,1268158.783203125,2138645.76791322,1.3767844493319163E7,2767730.6256318935,2379407.8950195312,9839803.50652382,1377285.3474264706,2555546.97265625,3024573.9829561124,1174751.4501953125
