ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19
Hauraki District,2020-2021,902416.0371840533,238407.162109375,251970.65305798102,2765641.16305913,1363184.726236979,7414831.078272442,5812503.354915365,,,7496614.974121094,505224.8386565564,23834.65380859375,,,2484317.3546875,1306704.67779182,6542623.793118106,501382.1926145067,,1470516.0076918656
Waikato District,2020-2021,1987231.2887446384,860459.5630265778,1832783.8073089002,1.4384286248330269E7,1.5856538339506742E7,3.3694091994561896E7,3.497259537268115E7,2061238.1153492648,555358.4379882812,2.722459623275697E7,5004579.443497242,1460664.163493796,586830.6918945312,1028587.8334635417,1.867246083761106E7,1.6365982963329121E7,1.1145096949653415E7,5830456.8641544115,738249.5590820312,4677461.309361596
Matamata-Piako District,2020-2021,1514179.4317267924,165724.3876953125,236790.158203125,419479.05322265625,1824541.7563476562,1.867516338029833E7,1.1868731525482537E7,71109.3173828125,118341.74267578125,6235876.092267923,3018051.2548828125,157820.56982421875,7881.6962890625,94538.73967141545,7825484.975993795,4440878.05669807,3005671.076171875,1188796.726014859,134067.779296875,770683.3031632965
Hamilton City,2020-2021,,15777.833984375,40703.58834443934,,50354.29824793198,748152.8138576134,791121.5400524666,39426.80078125,7893.67724609375,473246.02587890625,47372.185552619485,39452.83154296875,,,456936.7658432904,1006578.8438476562,150351.0546875,159724.4069010417,,15777.7373046875
Waipa District,2020-2021,165354.19287109375,23622.205078125,323208.9946940104,1546291.4138480392,1756456.9566425397,1.0132515071059283E7,1.4758044924814261E7,165433.42333984375,86607.13330078125,1.232151995618681E7,503742.6337890625,110227.83837890625,7874.89013671875,,7335169.4054151345,3494329.544111903,4151342.6889418657,2150724.7253389247,,629874.6704101562
Ōtorohanga District,2020-2021,54914.6259765625,15697.029296875,78463.14892578125,2373658.472200521,2628379.735481771,5295514.902050781,7438704.62634421,86315.90234375,15657.931640625,6210014.068064491,415195.37964345893,66808.74974724265,39288.2841796875,101960.5830078125,6080164.016863894,2487832.3528550095,1553349.6547851562,1827511.8827780331,31452.00732421875,128030.6642176011
South Waikato District,2020-2021,2084457.9404296875,399702.748046875,4665179.514160156,4.321284669390127E7,1.4377620136720665E7,1.2067490522273283E7,6039501.589060585,117570.6767578125,156796.03076171875,1.6139227396386718E7,6939919.745433134,156929.69482421875,,1057761.6215820312,1.1872491438892081E7,8835646.248623239,6501959.000953584,5280970.8584080115,31340.68994140625,8778497.612792969
Waitomo District,2020-2021,117411.712890625,156718.4140625,31293.873046875,1.1435485955365349E7,6474805.929053692,3823823.5085037528,5940469.60769378,814915.4663085938,125154.4619140625,6026847.427753524,179847.05859375,392170.373046875,78336.59716796875,781709.8447265625,7257209.852179075,1.1790747092221968E7,2119464.017578125,3418941.8369140625,31365.68798828125,1056005.9467773438
Taupo District,2020-2021,1.6553423023288144E7,925772.951171875,1.7484464243665747E7,1.0262401765963924E8,5.395854163887102E7,3.375495817651463E7,1.3658403350413602E7,1631920.3326822917,3420882.9956054688,6.044836253536305E7,3.1649288348450903E7,327259.03414139093,721918.5366210938,2780721.205078125,4.189279881338274E7,6.704100054059436E7,3.752841105440028E7,8655446.670343138,513384.10986328125,3.848271881683709E7
Western Bay of Plenty District,2020-2021,1034106.4726275275,355657.0751972273,1.160524763604473E7,1.774227558038258E7,9298706.317618337,5040732.512586167,3682452.817823223,39489.90576171875,149656.9208984375,1.4094702665971585E7,6747812.404404106,110446.94384765625,39409.99365234375,39574.41162109375,1930826.2683172487,8018073.967110908,1.0451259806481695E7,1903223.390144378,7906.09619140625,5253276.684754137
Tauranga City,2020-2021,165836.2578125,63189.0537109375,306491.5451152727,,71073.03515625,184028.51826746325,193009.3881184896,,,409597.52014208026,639754.4892578125,34900.10336243872,,,228970.798828125,660759.6024145986,670698.8066195619,7904.5927734375,15807.49365234375,469519.4348690257
Rotorua District,2020-2021,9131990.088332953,283069.04881663603,1.0866248813729322E7,3.1013143132142305E7,1.5407740118401501E7,1.203285600922373E7,3432408.44040671,54951.05419921875,918053.2944335938,1.4220227088334866E7,9097153.575367646,243282.35791015625,,211986.2802734375,1.0402952627820542E7,9668406.795546109,5961982.818947229,1688912.079139859,31383.7958984375,1.300067333902995E7
Whakatane District,2020-2021,1.4062107167886412E7,321700.32275390625,1.6865707214412916E7,6.137581599305493E7,2.934009960091912E7,6682230.163043812,5530617.532944622,54841.9208984375,2638868.1581112132,3.117965602214499E7,1.1843130907850796E7,204005.29833984375,15661.9482421875,2499142.847550934,6462433.866390932,1.7113147325101484E7,1.1777025948839614E7,3983903.5864008884,258563.78125,3.3161844026637178E7
Kawerau District,2020-2021,,,91539.35379327512,,,,15715.6591796875,,,2390748.479777497,,,,,23582.5068359375,55255.85369178922,523219.3493795956,,,20896.395810355392
Ōpōtiki District,2020-2021,448585.7529296875,323286.44189453125,1423905.939453125,7339166.511027497,3889922.386295573,1063305.7670898438,385617.9091796875,7904.5927734375,86677.375,1511589.9916992188,2388008.3227539062,118357.1435546875,,168426.9826516544,283562.78369140625,4376223.024827666,589246.772309666,219975.31724494486,15777.07080078125,2184086.6844477635
Gisborne District,2020-2021,4171848.50513174,274580.5654296875,1.0671612287235754E7,6.757797582300666E7,6.164300246423675E7,1.795384032080078E7,1.0359110680767464E7,102432.21337890625,847806.76953125,2.1025529865722656E7,5.259287559538143E7,1074266.369140625,328638.14306640625,952622.3405158548,7531699.9384765625,3.3441127841046263E7,4885020.6328125,1565177.3677734374,47119.908203125,7794817.578952205
Hastings District,2020-2021,2189113.7514648438,672270.4380514706,6710052.047020527,4.222274190457453E7,3.4110725171601176E7,2.642536602043505E7,1.821749950555109E7,146045.57536764705,277797.17431640625,5.887279956928998E7,2.585366634302045E7,431379.30419921875,503031.5732421875,683322.9491172641,2.036814165351371E7,3.474937955303118E7,4.602170661959827E7,2501385.861328125,254156.68017578125,6769764.94621247
Napier City,2020-2021,133601.65570044424,53925.21240234375,150878.17392578124,,1198783.0595473344,596509.8989047182,921151.4329618566,,7707.8173828125,385153.78662109375,609956.9465016085,88274.82606847426,,,360298.62946155027,470075.1279296875,330690.74916704965,,7705.5634765625,124164.8095703125
Central Hawke's Bay District,2020-2021,1516322.5295955883,360145.431640625,1085973.5486960018,8240777.695572915,1.4739256752519915E7,2.6696215265793502E7,3.2680146988399968E7,245904.64708180146,283457.47412109375,6.35730137982307E7,7574354.900453815,1605668.6015625,22990.5009765625,873162.26640625,4.118254167518957E7,2.9835673831148513E7,3.356299428811083E7,1830374.568359375,1141893.2612304688,5610833.598182827
Wairoa District,2020-2021,1373515.5244140625,77543.79150390625,5749303.914550781,3.0218258967047717E7,2.6806721219831876E7,4064744.3041034774,1862335.2529296875,7755.10888671875,256189.35595703125,7513804.667528339,2.545822581210746E7,745527.4799804688,3675248.39453125,869697.8217773438,3554268.213815487,1.784956303640472E7,2078217.4134076284,846122.3061523438,23297.1640625,1419303.4604492188
Tasman District,2020-2021,1972309.3393554688,4714495.637660846,7532.11181640625,4.634218415332031E7,4.1267397507138476E7,3798662.4018554688,9665857.151470589,4.2268626264384195E7,987256.18359375,1.241953090993796E7,329430.92578125,3244291.0400390625,172869.64794921875,1.7248025887201287E7,8957012.0824123,3.74381795990962E7,2918592.8715820312,5703974.457519531,2434744.834817325,1867429.1196289062
Nelson City,2020-2021,60175.83984375,216374.3986328125,,4399681.098347503,2828048.0579273896,82623.66455078125,97720.861328125,4029742.816785386,15018.931640625,1555269.7944335938,15025.8505859375,120214.0888671875,,207662.0587028952,42557.412923177086,1548549.6448108149,157706.49462890625,542748.1626914828,90227.6005859375,30049.34814453125
Marlborough District,2020-2021,6055306.457136566,6729049.144042969,111898.291015625,2.700078517086014E7,3.3655870488434434E7,7558861.941186045,7098556.001464844,1.057342731843214E7,7573567.4970320165,9230734.63567134,1112404.748046875,3087987.3110351562,389378.55126953125,3473846.724609375,6132299.644042969,4.112015342247434E7,955489.91796875,1381986.1690238204,1971856.240234375,6298296.679199219
Kaikoura District,2020-2021,274161.66650390625,234886.95550513174,14764.9423828125,613220.0029296875,1035670.4770507812,1087436.6123046875,8449692.831730621,620422.6022001379,299267.4005342371,7177951.532343367,184917.39599609375,1677739.5688438267,105673.29638671875,853072.4614257812,1256209.2104492188,4807188.125616575,687515.45703125,80469.22264476103,155545.2783203125,185109.92236328125
Far North District,2020-2021,2.635139710164292E7,3105225.0283203125,3519592.6430664062,4.266778937488128E7,4.3815348552650124E7,2.0677206493296184E7,1.0369281477665441E7,903645.9873046875,959905.6624578738,2.482102496928998E7,1.0678108887695312E7,888764.7114257812,515167.74462890625,2140651.3671875,2480199.5048828125,3.731045826890702E7,1793663.23046875,7380433.59375,592104.1217735141,9.225540808280867E7
Whangarei District,2020-2021,6548157.875970818,729101.2231445312,283590.04443359375,1.7122970037741266E7,1.3450422291438803E7,1.6105844580786612E7,1.5923773840940947E7,194320.72119140625,517420.2887293198,8210029.879247089,1101598.7783203125,307311.19287109375,32462.384765625,1295940.205078125,1013249.046875,9908397.554162838,1223886.5492589613,405467.83447265625,282902.13623046875,2.117100554318896E7
Kaipara District,2020-2021,1.1939207455283012E7,1064483.4247568168,404398.15234375,2.8673463042865343E7,2.6544080746892232E7,1.4618629623144532E7,1.2458761767390471E7,868265.0606885724,969961.8460075827,1.2776073418284696E7,1414971.127133119,1607137.98822572,159127.4470990349,3469144.120320159,4339521.955233226,1.55155992449123E7,1727563.8076171875,2175319.486651731,605819.7265912225,2.7400448782412305E7
Auckland,2020-2021,2718155.80859375,2620281.390625,1197754.1499023438,1.84060394414254E7,1.6859902711956188E7,1.2097059872571997E7,1.3437362514726946E7,3051954.479204963,544401.6748046875,2.3542722818007044E7,2777559.7581112133,1860279.2290039062,680142.6407130822,4005126.387961474,4191381.24347235,1.8631899870199524E7,1.0061604330736827E7,4044085.8857058054,679267.1923828125,1.3806398481018305E7
Waitaki District,2020-2021,1.4390497756456417E8,7655728.896526501,141107.06396484375,1.0703156381529566E7,1.5827335188184363E8,5.277029685883502E7,1.1046494450505514E7,903043.6173962164,3100033.46964614,3439864.2874291516,5118747.706878064,976707.5165441176,1118321.2942574294,6836183.041203279,4.129102068881932E7,5.06258972619447E7,139238.18071576286,290166.48634918814,2139903.38755936,4866581.082517616
Central Otago District,2020-2021,6.6480872665967755E7,2680000.0864487593,225513.26318359375,623143.38353822,1.109343836919539E8,3.0159308838009343E7,5.4591327619280405E7,859009.083984375,4637880.712890625,8357945.768238741,5925532.473144531,3748662.7470703125,1025647.4964384191,2182318.1889648438,4.449796459718903E7,5.620392678997778E7,1156812.6176757812,1686850.7265625,2801936.9930989584,3481902.7758789062
Queenstown-Lakes District,2020-2021,2646965.8420611215,6596094.513373161,7105.38134765625,714752.1430664062,2.4046121144644223E7,1.0270492802615656E7,4432846.238129979,149400.0693359375,498729.8134765625,1257171.6064453125,3243250.8154296875,1733922.7124023438,2585057.1547851562,5898476.5771484375,6461883.007919731,1.4839581415441176E7,1465321.1513671875,156320.55908203125,3369090.9319163603,948659.2377929688
Dunedin City,2020-2021,2.646211323963695E7,3269078.8029660694,,6835653.206542969,6.223290890171568E7,8073890.953871783,7800957.228046493,34917.37255859375,2824534.5577473957,6140755.851715686,3871133.6977539062,3399928.7677619485,757523.3110906862,1269788.175367647,1.9232516369573377E7,2.4863508255384497E7,125929.54150390625,146754.78515625,453309.919921875,720213.5581054688
Clutha District,2020-2021,3.360491002648399E7,4817077.477734375,,3.4812704031979546E7,1.4197271898570392E8,1.970176546910233E7,6.003552625194738E7,644792.1489257812,1.5464889305926394E7,1.080119850778569E7,2099098.517258349,6970688.936975338,542103.0024414062,2366607.3994140625,5.79622949933747E7,1.2617823397077398E8,222376.96923828125,766173.5286803002,5685666.240113741,1639096.6708984375
Southland District,2020-2021,7.078555730298139E7,8884716.997083716,1501476.8658605241,2.448729944905216E7,2.7060871047492146E8,6.2060340548339844E7,9.243718339137945E7,861416.7124023438,1.2631346343677238E7,3.709524779583142E7,1.4825935621582031E7,8221246.632921645,5967184.4541015625,2208518.8046875,7.553893666035348E7,2.9633387856154454E8,1240845.9018554688,3273407.9501034017,7802269.59765625,4088825.7836914062
Gore District,2020-2021,7498708.490207568,602046.7416992188,,1674347.1196461397,3.663477679014247E7,5274501.4408069085,1.538588110865311E7,69364.39208984375,2079378.805489813,3065315.3018650427,381911.4521484375,1534005.1676068474,205303.4258291207,291481.53662109375,1.9048454300890394E7,3.405604140369562E7,104215.69580078125,55440.10791015625,719222.6984623928,396083.373046875
Invercargill City,2020-2021,1714149.4707222732,578539.029296875,27508.62353515625,835938.2333754596,3740997.2463407624,344430.55517578125,1182728.4307100184,,130958.56982421875,896030.3588867188,475463.1416015625,62045.19775390625,13765.275390625,296096.1826171875,1239761.540803079,4495073.575855928,13794.6865234375,96396.5703125,467886.5400390625,206649.46044921875
New Plymouth District,2020-2021,211501.72041590075,147281.521484375,54302.15869140625,4322651.6591796875,3316688.1609796262,1464635.5278320312,5131780.53554879,426471.6396484375,54307.8955078125,4291406.025396369,380110.5390625,314071.3748238358,38731.82275390625,224942.7197265625,5103796.076392081,5003329.369782092,596970.9204101562,1341807.2397460938,61176.6518248315,472843.91357421875
Stratford District,2020-2021,208559.54833984375,128427.82228285845,,6538957.511393229,1921296.759254366,898780.6254231771,1625568.0436887257,486070.87394492957,38629.90869140625,1767719.090567555,170350.77685546875,665986.39453125,7724.73828125,805730.9174804688,5441725.688036152,5369624.942871094,364673.97164713545,1964087.7076956956,116370.044921875,264679.7068723192
South Taranaki District,2020-2021,531591.5852079503,269839.8486328125,122860.54931640625,5769005.919245941,5652852.836232384,8118314.921716068,6016998.334036075,624169.6084769454,200031.310546875,1.0986897057582721E7,714400.5067555148,869262.6586914062,7672.42138671875,269642.0185546875,3.054221346434972E7,1.4400934349096201E7,3398918.137622549,3349291.438993566,96605.84538334866,3138128.072009038
Whanganui District,2020-2021,222219.44677734375,122563.37939453125,138047.470703125,1.8751799933789063E7,1.0750281908637792E7,3646513.982412301,4796213.633513327,774088.0774299173,214609.06640625,6492009.577090993,2262950.5034179688,720264.9030158548,61274.7724609375,605793.763671875,1.279202333326823E7,8689222.585154336,2904784.2894780175,4641712.729792817,92023.60498046875,925394.8438821232
Rangitikei District,2020-2021,2899550.036138557,390567.3193359375,1589595.9013652727,8201355.0946882665,1.5567531927420344E7,1.4890902335343903E7,1.976562235303309E7,419675.28460669424,245333.22119140625,4.5593846463832706E7,3665664.986037071,637035.8564453125,207588.18896484375,519608.046875,3.3397969455037914E7,3.1673590861695774E7,1.0709123448816638E7,1752744.4251263787,92038.03955078125,4649887.891419655
Manawatu District,2020-2021,1509712.2534179688,129660.73046875,1106817.654296875,5865677.089355469,8893332.371478632,1.6069874400210632E7,1.9555617546099495E7,122086.43408203125,22919.6142578125,7.952000756714539E7,3146184.923035386,320059.89990234375,7658.984375,38263.400390625,4.302596364471316E7,2.8836299455489814E7,1.1098721320354627E7,656932.6181640625,7612.9755859375,7477163.98360524
Palmerston North City,2020-2021,1058767.9670438878,772671.8862381281,129366.0068359375,577986.3071289062,1146757.0026348038,2205438.9030867033,3819166.7948835786,,15229.44384765625,1.3504870695693556E7,296810.138671875,45624.39404296875,7598.58251953125,7601.6845703125,2816565.045385263,3417321.8310087323,222417.95794462317,22805.85302734375,,1042257.8733206955
Tararua District,2020-2021,1032757.423828125,471125.89896024816,812754.5268554688,1.0634397966308594E7,1.1384352044954427E7,5576555.2060546875,1.6777987671214387E7,167544.146484375,433609.20849609375,3.309758834726179E7,2787195.5377182905,608305.8588867188,98881.03369140625,174892.84912109375,1.8500287674339384E7,1.940106368665173E7,6196111.375746783,1415388.8603515625,53390.8994140625,1529778.6438419118
Horowhenua District,2020-2021,2695846.2807329963,576260.4760742188,424993.63671875,4607200.290640319,2324664.6431487435,9001776.153864123,2107314.2484030332,37985.58642578125,113874.82373046875,5883849.630371094,811917.0043945312,343439.8531881893,68375.7001953125,68358.30615234375,9982097.899245558,6825642.054467294,864901.6788296569,288613.64794921875,15189.755859375,4082001.206784237
Kapiti Coast District,2020-2021,86766.45106847427,128510.4853515625,294767.28515625,3346293.7016084567,1905503.5488913143,173938.318359375,75695.36962890625,15091.1435546875,22641.55712890625,243661.6264322917,196361.76806640625,75618.29345703125,7549.10986328125,22650.1259765625,98332.81689453125,787073.1282456343,60462.90673828125,135848.7841796875,,626475.4155330883
Porirua City,2020-2021,7525.52099609375,112709.59716605392,,671184.5665345434,506561.50816099875,45143.1796875,46094.296170343136,67721.162109375,112873.474609375,120439.8662109375,128017.10986328125,37635.11083984375,,,30108.36669921875,227384.95782590378,60196.14794921875,97888.2451171875,,15052.0546875
Upper Hutt City,2020-2021,75315.94873046875,225031.22192861518,40398.21796875,1788286.501893765,772285.4428825828,190953.94602673102,7521.6640625,,30114.451171875,112889.02734375,278453.14208984375,,15047.79443359375,30146.27197265625,22573.11279296875,1091706.9482421875,52669.51220703125,73406.55911649816,7523.2880859375,481878.8662109375
Lower Hutt City,2020-2021,7502.54248046875,105208.45947265625,22557.17138671875,30032.67578125,127665.71142578125,7517.60107421875,20319.469985064337,,7518.515625,120248.142578125,7515.97509765625,,,,7500.81005859375,127630.283203125,22535.62255859375,15034.7958984375,15024.12109375,
Wellington City,2020-2021,30068.779296875,67613.0380859375,,225373.9189453125,314258.24302619486,,22521.783203125,15031.0302734375,22512.31298828125,138300.02645143992,7521.359375,7504.07080078125,,7514.1455078125,,97688.95654296875,,37556.7939453125,7517.19482421875,22534.70556640625
Masterton District,2020-2021,1176879.5961914062,137600.27748736212,1390074.210947074,3.28176761442153E7,1.0052039983130362E7,4560289.140642233,4622799.385617724,477379.17996515014,203715.47412109375,2.6328875334133737E7,4954214.756876148,910751.1404430913,498213.9755859375,188689.1591796875,1.1406568684083946E7,1.4436436125337008E7,5055375.348927696,2898664.4873046875,,353330.35756548715
Carterton District,2020-2021,746218.8435144761,133387.69192325367,515295.8010340073,1610296.173828125,2340163.740644148,4623312.038181679,3540259.471589691,314500.414196538,15067.66845703125,1.918687292061313E7,3881420.344906557,533123.5921300552,,,1.00397267660769E7,8151030.488579963,3045721.274821921,156687.66682942706,,393736.873448989
South Wairarapa District,2020-2021,450744.58935546875,637977.7880859375,887535.9202952666,2407847.7153320312,6669972.536626839,1.2889022703521369E7,4942829.076660156,480810.34423828125,375537.21435546875,1.390236127804458E7,2194214.0208850335,4053821.6970798867,120000.6044921875,60016.1416015625,1.4573037541547947E7,1.3133694596762024E7,1989713.9092715993,121478.22379557292,157666.62744140625,721317.5712890625
Buller District,2020-2021,2042560.6264648438,1210896.8436217066,,1435834.5971679688,1.4464336065113742E7,3282213.557799096,5088089.570335478,682050.1108398438,712526.8784179688,706078.125,521114.54150390625,2105531.8798349416,436852.07470703125,1433357.2502623315,3686448.3364257812,1.5687428466103707E7,74238.51123046875,400192.6728515625,1086334.1533203125,289705.6640625
Grey District,2020-2021,2659619.833984375,4071569.0612668507,7391.10205078125,3817147.8266601562,1.4936795082247626E7,1309404.0280752145,4345233.346191406,888734.1986749388,803445.1328125,1230519.2172851562,670482.791015625,1728143.7252527573,751526.27890625,2053301.9521943934,2426328.2333984375,1.5854128355817247E7,125261.18603515625,309810.85400390625,1112651.0751953125,1532330.6533203125
Westland District,2020-2021,3050019.8227539062,1.482099038989545E7,36118.80712890625,1616388.3940429688,1.912357559754902E7,1311186.3569335938,1119167.365234375,1298374.8909332873,1825716.2226026347,647891.67578125,1246237.5141601562,4679510.210801547,4811351.326418888,3188817.2984892004,2170090.1259765625,1.9384832809687115E7,138431.30908203125,174253.0558919271,9415882.638034238,538605.162109375
