ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19
Taupo District,2019-2020,3.486407111054687E7,498820.1396484375,6.344769092300858E7,1.977818426570542E7,974473.4599609375,2992795.796562883,1.1093022588241996E8,426456.35969477636,5.161672799674862E7,2.5412848812342986E7,566862.3143171722,1716833.888269761,3311568.5668945312,992056.2999865961,2208434.3227539062,1.7177708038909312E7,1.0798739040600106E8,4467903.410625383,1192688.7875593598,9.112058612534276E7
Western Bay of Plenty District,2019-2020,1757220.8382946537,116724.86279296875,7566318.532171032,3679478.8722388176,261787.7346105239,370731.626953125,1.6825019486431524E7,394509.27685546875,8491471.220224418,1.1462256609332874E7,86733.486328125,275941.28076171875,1360890.9326363357,165527.88232421875,71090.2373046875,7771414.715588618,9548335.93374885,308518.4778090533,436417.6427389706,2.2346409951441865E7
Tauranga City,2019-2020,118437.93603515625,55029.16900084252,89568.20116038603,94782.3154296875,39478.55859375,78984.59716796875,393385.57880667894,94756.7900390625,15796.30029296875,708925.8733321845,31581.9619140625,71070.8720703125,141083.04814453126,93958.45993221508,31596.7373046875,295045.92552274815,912672.9547296263,157923.8154296875,78526.61734643075,788978.835290288
Rotorua District,2019-2020,1.189909579558249E7,243151.484375,1.743544413817211E7,5586303.201246553,486163.7421875,2087881.7315678615,2.1999977409643073E7,164839.095703125,2.221711059197878E7,5926491.7930013025,620249.9399414062,344760.16796875,1293118.2485351562,125414.18505859375,250491.9521484375,1.1504890370611215E7,1.6998169754243262E7,510148.3668830423,675682.7753733916,2.2574042725760188E7
Whakatane District,2019-2020,1228676.0153550094,311173.51846852025,4.434828111169194E7,6071412.208095895,673903.2221679688,1082301.0454101562,4.811220182414407E7,613346.5922851562,3.2110776475792736E7,9115987.585851332,1028852.1616210938,714555.2709960938,1418490.2774624694,204694.62059397978,282804.88134765625,1.1623231393194698E7,3.3036119032121245E7,462671.75244140625,1691136.3807808668,4.8345752591293275E7
Kawerau District,2019-2020,2157.259823069853,11676.022470511642,103133.21769492955,216794.85924096202,,,7860.9619140625,15713.3798828125,62559.73801317402,191636.68700214464,,70714.3876953125,2926.6836128982845,14179.360830269608,5702.362505744485,7856.02490234375,176832.29316023286,7857.544921875,7856.68994140625,58350.63474647672
Ōpōtiki District,2019-2020,39492.1728515625,31446.3056640625,1294632.569653799,1495643.5498046875,23669.9111328125,197161.27294921875,6728759.546373315,7898.3857421875,1188637.6767578125,589957.9204101562,125763.623046875,31590.0224609375,418588.7666015625,39332.564453125,39410.08447265625,3031423.8452148438,5128171.308321845,110389.8779296875,307517.94140625,6421167.260533471
Gisborne District,2019-2020,8156916.4072265625,306133.0576171875,1.4964467903751148E7,7489365.11037837,681269.7236328125,1318215.8686523438,7.363246807422066E7,328184.63427734375,1.5651289256652113E7,2.632470728056066E7,265803.27294921875,712266.2475585938,1.1275898008480776E7,672339.9125976562,1196332.1528320312,3.531995317713312E7,6.1184014134493716E7,2219613.7939453125,1649570.435546875,1.1911524005332032E8
Hastings District,2019-2020,1.10859772265625E7,54116.30029296875,7548289.76747664,2230059.2446289062,92637.31640625,1586069.4569355086,4.169753115813036E7,525818.5723690258,1.4592205707165288E7,3.726099024757391E7,201251.78564453125,253951.12890625,3.603909769363703E7,814278.455078125,207779.59033203125,1.8094615796961166E7,7.22796224964748E7,917638.396484375,3560009.492982154,1.2793465427159078E9
Napier City,2019-2020,669397.8715130974,,231088.37744140625,,,15417.1044921875,548069.1339077819,46237.7900390625,23115.51220703125,1530049.2122568167,,77000.02587890625,1063165.0086550247,7706.7392578125,,498765.37389705883,923564.8118049173,38500.16015625,61610.1826171875,3412754.7409160533
Central Hawke's Bay District,2019-2020,1.0631036641601562E7,15319.9423828125,1032540.7277975644,1157408.91796875,30625.611328125,1525389.3261776194,1.6571400616463697E7,1125749.90234375,1063992.7348632812,3.9545379521637574E7,,328705.51416015625,1.5114177718633195E7,283457.32861328125,1223850.8217773438,1.715270356642157E7,8.836155766114052E7,749475.30859375,2347746.451349954,1.0462331281067818E9
Wairoa District,2019-2020,2397367.3657226562,450293.7490234375,2538659.2177734375,4737035.283206955,419043.3828125,372382.8134765625,3.026373846555798E7,287062.19384765625,9348595.95155101,6344541.638415288,318112.7958984375,574201.8525390625,5038666.6592084095,155192.1396484375,754251.4913660386,1.099640841533203E7,2.6593721968288526E7,1513424.2978515625,186173.57275390625,4.1969906448761106E7
Tasman District,2019-2020,6359813.009277344,967488.1484375,1132434.9541015625,9670888.866699219,844564.1557617188,685567.0721105239,5.1442661196777344E7,1363241.1630648742,9557282.521972656,6787868.585818781,1203259.5102539062,2077369.9672851562,232589.751953125,1.656704359187347E8,4151054.8715820312,2.388690339013672E7,2.2425053263160616E7,712937.0112304688,321586.8349609375,4.2877251990722656E7
Nelson City,2019-2020,7503.15380859375,75033.97216796875,15010.3818359375,307923.09423828125,52530.015625,,4580190.230612362,73721.15649318321,360921.56494140625,22528.9951171875,15017.2890625,65421.873161764706,7509.87353515625,,120137.078125,375721.25048828125,1806087.3821250766,90132.48486328125,,3055188.120879289
Marlborough District,2019-2020,2238079.248860677,2706037.1381835938,507970.07373046875,1.2995981579993872E7,2688882.377671186,1143856.1157226562,4.0831531501556754E7,1315088.3432617188,9717659.707519531,2838128.2797851562,868330.7436523438,2016196.2924804688,3600286.783147595,1.5548862793234915E7,1383644.9658203125,3.726087249548292E7,3.820349127315411E7,649885.4970703125,501130.4404296875,6.3047252397091374E7
Kaikoura District,2019-2020,931168.8037109375,417614.48761488975,14762.8603515625,6047631.885673253,14838.7998046875,44460.0,1140422.5074620864,29694.1298828125,1219002.6782801012,2645929.7348632812,51781.7197265625,66646.42431640625,44106.682379748774,29628.68017578125,14788.4140625,1507125.277544807,1.5556281032776117E7,155626.546875,684016.8110926012,5.16381347379251E7
Far North District,2019-2020,1468524.232421875,458148.09326171875,1.0144170062413832E7,1.7802430076143153E7,374926.189453125,261066.58984375,4.68171057141525E7,424215.25537109375,8391815.40924479,9.265690832975835E7,56973.34521484375,1911084.4012005974,1.1641990450151272E7,293350.728515625,1537640.1694335938,1.689700927783203E7,4.709952873595665E7,5783186.062295113,948012.8038219975,8.694640471200407E7
Whangarei District,2019-2020,1750531.9467773438,153769.1943359375,3301227.0373583026,3545800.6118221506,169951.1171875,178214.06005859375,1.7320853237184055E7,202518.2451171875,4430761.785648361,3.967316080185355E7,54717.322594975485,259111.52197265625,3105844.7800264247,234807.974609375,194576.60791015625,1.0201046336391315E7,9831859.601005284,1487018.8396943933,947718.1518554688,2.038065442402535E7
Kaipara District,2019-2020,1210124.541015625,201657.89013671875,4660073.123542815,9730587.048288144,508617.5204733456,718157.6538085938,3.5208323603412226E7,241866.833984375,6529842.258063342,6.487852551856617E7,56589.318359375,482499.76364889706,1973720.9626589308,161387.138671875,396738.1967735141,1.089948667548445E7,2.003531394911152E7,2440546.006495098,1856412.9370117188,5.176065462603018E7
Auckland,2019-2020,1300356.1030273438,463451.02392578125,2353798.4091394763,7772875.213216146,367100.83935546875,948815.716796875,2.5032553291653264E7,1557173.4002833946,4280693.369628906,6.545149524504635E7,136046.90576171875,1886897.6241785386,4232176.353515625,606489.1513671875,1503268.0285060508,1.1389239539016545E7,2.7195021399894685E7,4150701.1453393074,1801413.8002068014,5.861033778680492E7
Waitaki District,2019-2020,5.0579059986052394E7,2569500.297520297,701136.8159179688,1.1633087767594595E8,7758265.602068014,9030667.601393996,1.0835870054109412E8,275682.28955078125,6729089.783612898,5139471.185709635,3187815.2985868566,2020566.4706992954,134045.90234375,6120161.6347981775,500738.7565602022,5.209192139743796E7,3.428956567256242E7,106100.66162109375,3078837.531054687,8275141.177711397
Central Otago District,2019-2020,4.54318549931564E7,3792674.09765625,757384.3432617188,4.890523499200368E7,1.0754679797018612E7,7488179.031767003,7.462489089120136E7,246448.6689453125,6842465.5654296875,6579210.721191406,2905405.67578125,1050754.30859375,197652.21875,7054420.835665595,691512.869140625,6.523893594950406E7,7.066175494593099E7,239411.9287109375,2125520.1105870865,7540362.0703125
Queenstown-Lakes District,2019-2020,1.0318088938101256E7,1211924.702152267,35494.44775390625,9552941.758300781,8042424.348971737,5132655.233886719,1.6543718049423637E7,70807.1484375,1279708.3530273438,1229871.8203125,1704894.142578125,198565.97119140625,42697.37744140625,1.738145454684436E7,354996.9091796875,2.410071491535501E7,9705748.762695312,,2287082.3798828125,1351905.2114257812
Dunedin City,2019-2020,2.6251937996208638E7,1546723.7860102635,250905.306640625,5.3235910126876526E7,2636760.5512695312,2298131.671875,3.702827435771676E7,13972.9560546875,6563083.499927236,1787935.66796875,1340807.843692555,1437283.1806640625,27881.78857421875,1531729.9764284622,27941.4833984375,3.367975069588312E7,2.9447754703299254E7,34975.7060546875,427021.0799077053,1.149017438665939E7
Clutha District,2019-2020,9.715799758864316E7,1672330.0498046875,221704.05517578125,3.485889351737706E7,4944213.6813534,8938383.129348574,1.0207064048815104E8,920565.3725088083,2.087353426549479E7,7929523.662157246,3009068.1962890625,3568949.3154201135,180252.88525390625,2031624.7823778337,699603.1762695312,7.148505338634919E7,1.263239089616575E8,,2085863.1008846508,2.792226239337661E7
Southland District,2019-2020,1.9984415105225757E8,8812856.643280867,5317776.678695619,5.808995993346737E7,1.1458461651378676E7,5.366176536824831E7,1.512295398960459E8,1694054.1284179688,2.4934439873046875E7,1.4718774717231542E7,6421541.443129595,2327055.8061523438,1837832.2605238971,2.0692693229216835E8,1912238.535960478,1.425469142454312E8,3.1212824016550815E8,2295260.1334329043,6269848.650308287,2.9353189262231924E7
Gore District,2019-2020,2.784597579657437E7,187631.06982421875,6928.78564453125,5140901.146534161,888414.971306296,3695405.3020603554,2.109581905110868E7,302492.9375344669,2229172.055087699,2940883.668677237,117947.2529296875,368292.6884765625,166655.9072265625,114827.41350911459,215165.462890625,1.577723194150582E7,4.158802427683249E7,,680415.875,1706800.0366210938
Invercargill City,2019-2020,1490656.0262082566,20674.29931640625,13775.71240234375,2735918.8989717374,123994.0361328125,3482955.4098000918,4180057.417830882,27587.46484375,227273.5654296875,373455.15272097115,6885.4462890625,13774.82275390625,27619.41015625,6889.60107421875,6885.6708984375,2332755.8537013633,3335511.6924804687,,182732.85264246323,344463.9326171875
New Plymouth District,2019-2020,194483.14565142462,116298.42724609375,46584.6259765625,1025923.47354856,46473.79931640625,23229.86328125,5217165.517156863,325424.2655196844,30989.84326171875,2472803.623246017,100887.34619140625,193712.6826171875,201648.64599609375,7756.66162109375,2625728.7273054533,5119128.405062806,3408398.012235754,567595.271909467,23264.05908203125,3668352.252740119
Stratford District,2019-2020,370633.43798828125,77366.70849609375,231804.20068359375,501716.2926202512,23221.88427734375,30882.92724609375,5719069.450972733,235318.09266046263,85047.234375,2321226.7161956187,37386.30352711397,84950.70263671875,77400.802734375,15441.857421875,1368675.7301432292,1985234.1665039062,3685854.0391793046,626100.087890625,,4122092.2112802546
South Taranaki District,2019-2020,3900973.9555664062,148086.19924172794,269366.5859375,3645036.010525812,223146.0849609375,1092878.4794921875,1.073538329481656E7,689588.6163239124,203587.53817784926,1.2877806484602863E7,84713.443359375,669673.17578125,852721.0541992188,38454.3466796875,3867181.6507659312,1.5196700000078507E7,1.1976646122428386E7,1232771.6215820312,675439.3916015625,4397556.843958716
Whanganui District,2019-2020,3722017.0296970746,46052.685546875,812876.125,1310351.6843998928,15339.01953125,222887.8681640625,1.762938808081725E7,222389.30615234375,1589641.6279296875,4615765.407982919,7669.1640625,648758.2697629442,1421527.275178079,99832.6376953125,1302770.1069335938,7527957.569598269,1.9966003075628065E7,835799.4938706341,260564.50244140625,1.4416549523079427E7
Rangitikei District,2019-2020,1.8891964627420343E7,107206.9365234375,1034891.0224609375,4739590.143652344,168205.11962890625,1169936.4399414062,2.2401173817871094E7,469122.5623448989,1239585.4302274818,2.7158533482578892E7,467450.65966796875,1631690.2593577667,2257880.465479473,212572.932555913,1988470.7885742188,1.4916691754530482E7,6.983327615427198E7,1463850.4424057903,421500.3408203125,2.3299037303751152E7
Manawatu District,2019-2020,1.8298694032100186E7,358562.654296875,635008.4302428003,6865325.366869639,374073.1064453125,4746113.439432062,1.4066040373261338E7,397090.40915862436,2593573.464753753,2.400798781405101E7,419515.9169921875,2035386.5299938726,1191656.072265625,473258.27642463235,1454604.581742111,1.3800116692836626E7,4.1106822648332186E7,2004371.983415671,1243904.6176757812,1.1754352848376226E7
Palmerston North City,2019-2020,1180107.7080288755,144601.8701171875,89744.03981694242,2745026.9560757508,91294.6484375,1130447.490824142,1485452.8911420037,139087.50524471508,562931.16015625,1667414.013292739,247121.0404967065,166991.0005591299,30452.27783203125,412453.09362362133,76053.42822265625,1572919.6986040901,3133126.3011508123,38057.1865234375,274115.388671875,2114618.639604396
Tararua District,2019-2020,1.0309239336190257E7,45592.1689453125,1253188.818359375,2751662.580838312,45559.37744140625,1855356.5771484375,1.6069017153144147E7,121656.43408203125,1308439.9208984375,1.3110374744755285E7,105268.32447916667,311634.9765625,1872782.04296875,205385.89013671875,98919.9677734375,4128615.5467658546,3.5871801983729705E7,447993.4033203125,640028.3325195312,4.358223356678538E7
Horowhenua District,2019-2020,6839327.88655599,182121.2392578125,463107.998046875,3810298.09375,197303.03857421875,1504935.3549651504,3333354.8408203125,561534.0073242188,1138773.6943359375,5187965.182113588,182312.671875,692553.7852136949,303502.33837890625,227772.39892578125,577452.2084960938,6702476.791503906,7193824.371465227,265761.7412109375,660358.3598632812,3620906.235973882
Kapiti Coast District,2019-2020,90749.28369140625,52882.5048828125,7557.79052734375,413006.8212507659,83097.2998046875,90751.71337890625,2170347.074078968,6262.455273437499,391983.39496783086,83194.52880859375,75594.9248046875,74222.60179036458,15100.03759765625,22696.25,37737.9560546875,481866.4847196691,1449741.813849954,7560.3115234375,52895.310546875,1616354.6446882659
Porirua City,2019-2020,15050.3310546875,127943.876953125,22585.48681640625,150573.4970703125,22570.6767578125,,765390.1542738971,60202.13525390625,67733.0341796875,110812.78372012867,15047.69287109375,,7523.4912109375,112869.4169921875,7524.810546875,97851.12841796875,607484.1230487899,30104.92138671875,7523.5927734375,1679418.1431602326
Upper Hutt City,2019-2020,22572.6044921875,52673.974609375,15061.08154296875,385106.73599877453,45172.87451171875,,1561813.1748851102,,519683.75732421875,82764.48681640625,15048.2001953125,,,120376.16259765625,22596.03076171875,255878.2822265625,572140.5084692861,7531.09814453125,37621.00732421875,2546631.5319374236
Lower Hutt City,2019-2020,52504.6533203125,,,97824.17489851409,30073.14404296875,,240450.80810546875,30056.072265625,,75158.71484375,7518.515625,7493.87548828125,,50402.09693818934,,52629.09912109375,233408.65856119792,7518.515625,,571148.0161132812
Wellington City,2019-2020,30044.7841796875,45091.15625,,127659.99951171875,14091.720488664216,,399232.08290441177,60117.0068359375,7522.37451171875,71363.24112477021,,7504.07080078125,,15006.71484375,,45080.24951171875,275831.2388920802,7504.07080078125,,175281.57140586703
Masterton District,2019-2020,6425626.60139974,97960.2041015625,4375364.6760589,3010752.467428768,105673.3525390625,696566.2818321078,2.4959835039692476E7,173546.70849609375,2257578.5942382812,1.6952310345775887E7,37716.9404296875,170054.47562423407,4334583.583467372,166094.70947265625,120765.1259765625,7865116.787494255,3.4778079432460174E7,1649064.4119791668,530496.8966471354,5.731653639291702E7
Carterton District,2019-2020,5307110.174789369,30104.92041015625,1059482.224310662,1159333.3353400733,45193.986328125,571504.030244715,2492051.256495098,226050.3466796875,782708.3095703125,9828639.634568395,22573.2138671875,176811.56824065564,1547224.6861500458,97982.07080078125,632990.4204101562,6254252.761791513,2.178229638170765E7,499735.0986691942,452040.10546875,2.06464111358992E7
South Wairarapa District,2019-2020,1.1410838574387254E7,533400.3623046875,504183.1020795037,3784557.587890625,277494.75390625,2043829.6704101562,7064978.793836167,1314752.2250976562,788532.791015625,9817404.492118565,517919.51611328125,1824922.5497702206,1969474.4375631893,593242.3671875,1164090.4770507812,9861466.986655561,2.945944134016736E7,946218.9340820312,1976702.189453125,1.1700257818141084E7
Buller District,2019-2020,1.1824846631481694E7,111287.58251953125,96554.935546875,3153715.8364257812,334119.9638671875,694960.3707605698,6685733.0521178,245065.67822265625,890315.9848632812,1507828.4921875,4557183.1298828125,1254261.112521063,7421.3642578125,6.346820272895602E7,1433722.3642578125,1.0550868302703738E7,8309551.341716452,,163178.00927734375,2161641.3271484375
Grey District,2019-2020,7090883.976916743,22143.611328125,176813.5927734375,4915601.16545841,965654.6529067096,460914.0174785539,9709620.644251686,493981.1279296875,3293448.337344899,2130778.1009191177,4090368.3807789525,1882839.766285616,14700.9619140625,5040505.8842984075,972917.3291015625,9540962.608781403,1.33196855768593E7,73465.322265625,205678.5908203125,3527510.248897059
Westland District,2019-2020,8595888.16796875,751752.7055664062,615193.3413085938,1.2737500732981006E7,5804291.879834942,8298416.501028263,1.297133216796875E7,905086.0200195312,2576341.2470875457,1859116.7943225335,7036159.321398208,1315466.236328125,283974.7109375,1.1766947735990539E8,2459393.3955078125,1.0147528307230392E7,7920708.128519456,263306.921875,5892810.603831572,1410726.626953125
