ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19
Hauraki District,2021-2022,4048549.818851486,982268.1130955117,7461731.3271484375,526902.5932636335,2506396.919791667,,1119403.7952742036,778174.2719726562,202465.41235830268,1478479.9390701596,289980.48462775734,55533.74609375,2339180.211927466,333485.83642578125,47668.10498046875,6358919.345632276,336691.27254327515,95286.02880859375,,2874177.8525390625
Waikato District,2021-2022,2.3010972996930532E7,1.3848702714253983E7,5.396151349282322E7,1.407912734139859E7,1.0221374820266545E7,935660.5991210938,9899838.861194087,3262599.1334616267,2371687.11746898,7416874.689416742,3122450.820387178,300741.81396484375,2.278433893474456E7,3811885.8349188115,681977.115234375,1.7783290403282017E7,2362355.6922851563,4031545.924720435,182268.20849609375,2.002296807211627E7
Matamata-Piako District,2021-2022,6889526.072886029,3895448.232421875,1.4512799139859071E7,4461138.092038143,102717.48388671875,39536.20458984375,395835.75634191174,1043752.7993164062,481696.34521484375,2383329.339250153,221677.96484375,23708.466796875,3610244.4284294574,2771512.1381835938,31608.5,9736052.533953737,652680.1417873008,1279257.806640625,7920.63525390625,8939672.240090761
Hamilton City,2021-2022,77205.34903109682,161083.56852596503,1508359.3609298407,175225.20409773284,,,31577.9130859375,92851.65977519914,46136.164091222425,47312.74560546875,15781.22900390625,,512573.96508501837,23656.8916015625,23673.68017578125,178230.88707873775,36963.39401999081,39446.7939453125,23674.90673828125,754851.1430089613
Waipa District,2021-2022,3234887.817671952,1374494.6833122703,1.5917490866760494E7,3698279.4604339004,251968.3984375,23633.654296875,496185.01953125,810725.0361328125,370683.12115885416,1220645.4247089461,39389.29833984375,,5205724.382268689,527312.708984375,23640.365234375,2522882.5845435048,393724.39990234375,1312466.172587316,15754.5087890625,8374796.831041285
Ōtorohanga District,2021-2022,2934263.8814893537,453949.17269837623,9728746.277862668,4221577.563015088,3152824.1536209406,39319.03955078125,2122315.7495117188,479337.79277726717,276487.6450080423,602818.8541609221,227418.7333984375,39750.788436351104,3641822.4852768844,156998.43017578125,,2588715.5280101104,274411.0421932445,363500.6147575827,15717.8427734375,3536958.438530178
South Waikato District,2021-2022,3.383077749095435E7,995931.6127929688,1.6707224887737438E7,1.5047273414319085E7,2.5900265044425935E7,642712.193359375,2.0953674380371094E7,753979.594050628,267082.138671875,1986865.1782226562,1.8759982177045036E7,31350.21044921875,9897550.798205806,2234817.728515625,31368.529296875,6461566.034978171,1134474.9802332262,565453.658203125,1606636.7666015625,4907076.877757353
Waitomo District,2021-2022,9687050.986067709,939023.58984375,2.595630443745596E7,8551091.224653415,5090408.3144014245,,820750.951171875,705104.2407226562,814729.529296875,705483.0073242188,109668.44189453125,7847.4677734375,5901879.422332644,321041.6982421875,62646.44482421875,2577351.5348977484,360127.9176240809,656748.005859375,46889.3896484375,1706391.029296875
Taupo District,2021-2022,8.86332496516544E7,8691007.028592218,5.565919350460133E7,5.524168253263443E7,6.5706322075840615E7,1036130.6151692709,5.224696058484222E7,1246751.1214671414,3508078.3627929688,2437008.2041015625,5.7994381897183284E7,545712.2319335938,5.381362366306296E7,1704359.2596066943,522217.68359375,2.680890615749847E7,3313143.4482421875,1486531.4045496322,911314.4135742188,9319211.00937883
Western Bay of Plenty District,2021-2022,1.6041046878651578E7,725956.66796875,9882134.479936428,1325643.362174479,7537904.210052849,31572.63671875,1.30636443432464E7,928927.1950539981,796267.698793658,5800509.6637369795,7418484.172729014,78829.6728515625,8900713.82287071,388350.14149816177,668844.6113108916,2209228.707444853,3281725.1235332415,228818.43408203125,31533.201171875,1.2519655063694853E7
Tauranga City,2021-2022,15789.70849609375,7899.703125,267348.99101562495,62104.073502604166,15795.0771484375,,76080.58168658087,300067.14896024816,292217.17724609375,404426.6416839001,7895.6552734375,,1316307.5781192556,7897.35009765625,179591.2133559283,264544.99298598344,126331.89697265625,,,2505969.022859222
Rotorua District,2021-2022,2.577225074601141E7,2989672.440358839,1.5518881987802543E7,1.1109484909775201E7,1.8645370201351862E7,208518.23057406556,2.0790259401009116E7,681540.30078125,469147.51133769914,988512.28125,2.167118332721546E7,86240.48291015625,1.525776476819853E7,948812.6547851562,70542.65234375,7506391.248313036,2965140.6079101562,407211.64794921875,407003.21533203125,3820355.543803615
Whakatane District,2021-2022,4.570656901075942E7,1274256.2166781556,2.4478608483132277E7,7302270.6400831025,4.0362847008570775E7,78393.34326171875,5.727820657240542E7,444860.4095032935,1472105.2247970281,2390148.8928366266,2.9941851577284392E7,242694.96826171875,1.3039021930562576E7,1026656.8798828125,1065651.9155273438,1643983.8320657169,8560539.282891007,352949.66943359375,399538.15478515625,6820692.2273782175
Kawerau District,2021-2022,39291.71142578125,7857.73486328125,141440.1728515625,,,,115300.35602022058,7858.30419921875,,19232.307741651348,62868.23876953125,,47153.529296875,7859.728515625,15713.56982421875,,141432.85693359375,,,26442.609225643384
Ōpōtiki District,2021-2022,1.1101810395398667E7,370410.13330078125,3292843.0669098496,434225.82861328125,5737563.78147595,70998.13818359375,3161794.779484528,175939.28066214768,181421.13818359375,1366937.3820484835,854189.8650390625,70870.62890625,1836739.8194278493,213124.041015625,977968.8994140625,70251.07122970282,2075339.1684570312,78871.970703125,55291.04736328125,1665892.2437002144
Gisborne District,2021-2022,6.072751990960861E7,1488009.4873046875,3.2081053154172413E7,1.2958654265714997E7,3.824505624311428E7,7890.47314453125,5.198852313705385E7,920448.267321538,1035193.4197782628,3.588072214312385E7,1395206.1118164062,626848.9448242188,3.583443763144914E7,3323478.1059570312,3.400483654330002E7,1.4559107776367188E7,2.0117539626671646E7,195501.24267578125,195551.7255859375,2.6786877331885725E7
Hastings District,2021-2022,3.7991857067348346E7,3887348.7717581955,1.9184930405049402E7,1.957835685736443E7,2.592824378183785E7,538983.0966796875,7.636200856505245E7,1087123.1782226562,346378.21728515625,1.9788221389985446E7,5080086.108268229,1669141.5669692096,6.574135044533356E7,1819500.7055664062,7720858.985987285,2.755568816481886E7,7.083356502216414E7,115578.1455078125,216486.7080078125,9286523.511877682
Napier City,2021-2022,15406.91064453125,53954.1220703125,454252.9905101103,198718.20411113667,15411.81298828125,,1532679.341796875,84756.9443359375,7703.798828125,1205946.9897135415,46248.240234375,,2193924.918074066,15400.7314453125,61638.70751953125,788585.1053576899,1470555.5446040132,30817.6396484375,,733512.4901099111
Central Hawke's Bay District,2021-2022,8483004.374994256,919206.3994140625,1.138717755491345E7,1.5043965589592908E7,5721270.594355086,45955.7646484375,5.835726826251341E7,267893.7841796875,91931.18701171875,2.5308613267101333E7,988422.6567382812,399487.35162760416,1.1447629644770795E8,237528.35888671875,8607181.745278034,3.9242700244037226E7,5.0720733007096335E7,107097.22509765625,,7085063.971313955
Wairoa District,2021-2022,2.810365466522097E7,1753711.1000976562,1.7676694511741728E7,4258536.928004365,2.5126715553050324E7,7768.28857421875,2.9197063655003447E7,326063.29150390625,458311.64208984375,9370768.93314185,574756.6909179688,792158.9477539062,2.1841061188210398E7,450471.97705078125,7539976.481893382,5215776.159528187,9936923.162919346,302534.25048828125,163100.4609375,1.2002798732781863E7
Tasman District,2021-2022,4.7740816443359375E7,4883486.8896484375,1.5802627431221277E7,1.3634518613361672E7,3.251744277734375E7,15042.2158203125,3.116372652783203E7,2309670.17578125,5128864.895019531,5582207.328613281,592797.8588867188,480296.3525390625,1.59488574609375E7,1979753.787109375,1214417.4340820312,6536295.114746094,3111209.7060546875,988738.8837890625,90167.88134765625,4419933.239746094
Nelson City,2021-2022,3144644.1601064643,135148.341796875,1036915.6362304688,698815.5283203125,7530624.809189261,,792299.1795055913,217855.02294921875,360177.4216547947,15018.32080078125,15012.826171875,30046.39599609375,646917.2284983916,199112.38987247244,22505.69189453125,15003.046875,67594.73388671875,65881.37014590992,90172.38134765625,443364.4111328125
Marlborough District,2021-2022,3.2078723265152037E7,7967898.316011796,1.160537591243298E7,8409029.94140625,2.600574875546875E7,957453.5561523438,5.2140761293018535E7,5280754.590167356,1314176.38671875,1.2053929625932522E7,1228675.3159179688,4190879.3788679536,2.6818453956721053E7,1668616.541015625,1442727.1873123469,1.2379829685546875E7,8851096.900034467,562038.578125,165016.70458984375,8405978.27656633
Kaikoura District,2021-2022,1064182.107421875,558863.5346239277,1750020.9441999847,1847732.2944335938,376487.15869140625,377635.357421875,2.0955605126656324E7,1291045.8875363818,140674.37255859375,3765340.038547411,,670066.3668428309,3683146.8731962317,36976.98681640625,766056.5781824449,3240282.374622779,1163805.1811523438,88770.419921875,,1169450.7298177083
Far North District,2021-2022,3.701123886733495E7,7010852.2030732995,4.1255032098293886E7,9944505.211914062,3.3173464244471893E7,592080.1694929535,4.174983349837814E7,3455157.3706054688,1.3730989787873391E7,4.7871646314334415E7,2121990.881539139,220718.14131433825,1.6222834123650046E7,5872689.494140625,1508222.20703125,9098900.437011719,9849222.634340532,5127432.410581342,1619208.833984375,3.3349248136550248E7
Whangarei District,2021-2022,1.5605822803259037E7,221266.01350719976,7561728.18348269,3259502.1538085938,6675562.758178232,16187.89892578125,1.4713573871461395E7,324017.25634765625,461585.37646484375,8.444104362580042E7,1105006.505778952,153976.02880859375,1.2378146293321079E7,202673.123046875,2064718.3178710938,7895650.154134115,1.1587679476049326E7,24337.0546875,,7541182.1055683205
Kaipara District,2021-2022,2.3327949418215767E7,739777.9736328125,2.913399845211397E7,9022757.37025697,1.4241528687088313E7,96506.47314453125,1.6472666048201974E7,908053.1427638633,3770788.304988128,4.969700903957375E7,2039431.4822610293,459540.24994446995,6861720.477485448,1331458.7391927084,1981694.2081686582,3584802.9516601562,6851415.637172565,798921.8725585938,105007.228515625,8942934.32735524
Auckland,2021-2022,2.0079313723502606E7,2697738.9809761797,2.2746313940925628E7,9185862.50735677,1.6196886811136642E7,335697.392578125,8653597.96863128,4335680.1884765625,8687267.665211398,3.263816208487285E7,494230.95068359375,647864.259765625,9803527.269598268,3128382.6080058976,2094360.2890625,5362963.413574219,4905985.621560968,4277243.582329963,552580.1469726562,1.3278382292105163E7
Waitaki District,2021-2022,7877451.996472886,2.2181321083139934E7,5888723.679130285,4.690304764965725E7,5765552.53749234,3948580.7648035386,5.5165925357429534E7,2444417.672958792,1450245.07220818,7429047.674963618,991576.1665039062,898355.9560546875,8.742330416278914E7,2.5070859084034156E7,225760.12744140625,6.944123347248966E7,2.1175698894226793E7,3039426.2237074906,2584396.5909907324,4598227.404327513
Central Otago District,2021-2022,3548059.7982843136,2.3557397423824295E7,2.354776562841797E7,5.972228510781442E7,2475389.5142693017,1215684.5366210938,1.765908834079542E7,1089365.587890625,2181951.3896484375,5123073.252441406,1145039.6535213694,70424.5771484375,9.448541877190372E7,2.765154483226486E7,1431034.587890625,3.9509173888183594E7,7694229.511230469,2.130370766748047E7,2358298.3962775734,1.0007806638671875E7
Queenstown-Lakes District,2021-2022,1663998.2817382812,5220020.582329963,7095867.249511719,1.1921657476294424E7,977578.8901367188,612495.0375976562,1924983.8354492188,1074525.0805664062,959566.05859375,1023176.228705193,56822.208984375,120778.04931640625,1.822441480940372E7,7933084.946371401,688511.09765625,7406459.99609375,1114615.341796875,3118221.3798828125,3565889.6381835938,1364409.0087890625
Dunedin City,2021-2022,3603667.5249023438,8767175.377542892,1504687.1626148897,3.408033265591107E7,5487527.880041744,1480637.6606445312,1.9288358070025276E7,754953.2978515625,881504.71328125,2669793.4921875,869767.2797851562,363811.9794921875,3.590914565916629E7,1412988.8771350337,27888.978515625,2.6083784812132347E7,3780870.416099877,1699204.8715820312,699190.7747931984,1460389.9165039062
Clutha District,2021-2022,3.972885619688074E7,4.925583425977903E7,1.1303520651811428E7,1.4327469409714502E8,2.2065316096179917E7,5008325.097347963,3.5476782027194396E7,1998603.416015625,1333381.4750976562,2683507.1069335938,3208451.9331092983,499554.06591796875,9.616496779308937E7,2352620.707096354,173108.62255859375,5.519836647450789E7,4694476.214355469,3357891.3936848957,2485815.880859375,3863280.5366210938
Southland District,2021-2022,3.854307547149587E7,1.3371783664552313E8,3.2418539313518688E7,3.06489526588534E8,2.2861162950197227E7,1.3618417607425703E7,4.203536152761565E7,4731944.155761719,3064990.2547392,1.1505614990234375E7,6562910.025878906,787010.5600585938,2.449110327386259E8,1.0268728258455882E7,98250.65087890625,1.436611071272078E8,8123881.641113281,9226130.458524816,1.1844769153182445E7,8299307.6318359375
Gore District,2021-2022,3273233.310075827,1.6997455056355316E7,3416163.0418715533,4.234922857396599E7,613035.3866670497,714458.1586531097,5465968.432879519,718026.009118413,279596.24163028493,550493.0901367187,499681.3427734375,48608.2529296875,3.537905230445197E7,554503.0739315257,,2.3457641078864127E7,1313385.1557617188,763750.4262695312,409834.93603515625,724490.6108436733
Invercargill City,2021-2022,971028.7290039062,9476613.17096737,452044.4150390625,4017885.5095473356,592788.4565429688,1396044.8627776504,89541.99462890625,206629.52880859375,13761.1171875,55137.42529296875,179164.3935546875,6876.1171875,2948029.1462067245,151613.7138671875,,1534546.549172794,,54947.2997032016,612915.0678710938,13791.77001953125
New Plymouth District,2021-2022,4702539.394042969,1741728.2866861979,8802155.973797487,3190120.4571672026,1536377.0394722733,,708273.0606387868,348947.80908203125,746120.1461397059,1097472.9977424173,23271.43896484375,,1640288.5975088081,193842.7275390625,15485.43798828125,1321228.182969516,442046.5766390931,395590.29296875,62044.44091796875,1682348.6342773438
Stratford District,2021-2022,7738301.566080729,814998.1216950061,8080299.098403033,1978355.0938936123,4737961.51483992,,87964.54230430454,347680.2109375,162268.8896484375,494243.72607421875,54179.6015625,,3312707.9565142463,208926.212890625,7738.87646484375,942196.314453125,175185.45297947305,456038.76220703125,15460.2978515625,716560.670122932
South Taranaki District,2021-2022,6868237.366448376,3637166.252675015,1.4992756214474188E7,1.1016994122355621E7,3910943.8137676166,,1540766.0320772058,1574987.7548713235,1045184.1986960019,4431710.424234068,69308.62158203125,15380.0595703125,7337163.657781863,608002.7709960938,146436.55322265625,1.1818602738371246E7,1025357.764273131,2552015.6795783546,30768.78125,4230325.94391276
Whanganui District,2021-2022,1.6657205173918122E7,582737.5837028952,7182947.692909391,6233082.4508367805,1.1468550665766696E7,,4057942.7426757812,989163.4663085938,1057908.4432444852,3702071.0373276654,245479.26318359375,79319.15230928309,6169698.310116038,858472.0796185662,187274.13654067094,8887075.0009555,1927148.3123123469,607008.7286094516,61427.1123046875,2471513.4761642157
Rangitikei District,2021-2022,7256975.500024893,4251929.606814874,1.9252249107766543E7,2.554727765902842E7,8703957.826328892,177043.8813304228,5133267.2934168205,2407920.38376417,1499606.5122070312,5720564.694178921,380113.88750574447,41611.86611902573,2.9413803194362745E7,1231576.056640625,69100.95263671875,3.434594607715226E7,3352598.222445619,2310767.5422947304,252111.2578125,2928302.840894991
Manawatu District,2021-2022,6377719.767578125,7897391.20719784,2.8342005711054306E7,1.375286678481541E7,2713344.9716796875,253913.32514361214,3981467.6772460938,2579120.6921377145,572056.553515625,4129325.6775007662,305617.4873046875,76537.49267578125,2.1202591675120633E7,1738386.1601256127,22983.57080078125,4.5828761473496854E7,2957532.9746591607,3717710.997746247,206101.20068359375,2469353.8968386184
Palmerston North City,2021-2022,973553.580078125,2891496.587982537,2861952.134654565,671200.7061236213,919902.3559570312,45668.9453125,388038.31103515625,656247.1105238971,91305.60986328125,303614.18390586704,98733.314453125,68504.982421875,2310906.630359605,418630.52001953125,,3831743.30803845,862519.1280235141,388355.386217065,91361.19091796875,388094.95068359375
Tararua District,2021-2022,1.1626680776581649E7,3269083.514332491,8251530.591760494,9967849.01171875,8043407.643066406,121754.3603515625,7752887.259545419,1508808.5236864276,517372.818359375,6852205.212402344,2259352.212890625,327034.75537109375,2.9125547029082414E7,425811.3017578125,539750.693359375,1.0168014104980469E7,1.681165046213044E7,258472.951171875,113873.9716796875,958241.15234375
Horowhenua District,2021-2022,4297911.317775352,3513016.7866670494,1.773710647496745E7,3291429.1516678156,2618599.3338235295,113906.89013671875,1053383.042244945,986409.123046875,2459470.1655273438,1230308.002556296,182293.69873046875,,9238985.98397097,1835923.8701171875,22790.54248046875,1.285432287649931E7,1140017.1170496324,1962133.9363855696,197024.2734375,2377702.9108857997
Kapiti Coast District,2021-2022,2588815.3177772677,31595.02424364277,648711.6202416513,68024.74951171875,2285203.4068493415,,271998.1708984375,166281.38232421875,407220.0625459559,365248.86835554533,474.77074142156863,,508584.81355698523,246953.59805644915,,357873.10682444857,95124.4919041054,289774.16174172796,37782.78125,838225.9385206036
Porirua City,2021-2022,652123.5259191176,52706.837890625,270476.5459769455,223766.13037300858,1295030.082465916,5220.849264705882,60265.19873046875,60237.73291015625,142980.11474609375,15061.08154296875,37660.2548828125,,142496.42529296875,143307.1754557292,7523.7958984375,,15052.7666015625,7523.7958984375,22595.22021484375,210748.53076171875
Upper Hutt City,2021-2022,1975551.0029775584,489276.3125,775206.9711914062,37623.13818359375,2817811.7532398896,,496834.7451171875,150523.556640625,67734.244140625,121380.4198682598,218386.841796875,,572281.390625,105400.8603515625,,30096.400390625,22574.634765625,45193.681640625,,449757.99367915135
Lower Hutt City,2021-2022,82615.88818359375,37546.4765625,172823.47607421875,,157598.60498046875,,15025.341796875,22517.69921875,15024.6298828125,,,,337526.91748046875,52575.04150390625,,,7510.6875,15033.67529296875,,60074.96923828125
Wellington City,2021-2022,172816.6904296875,37566.64013671875,135245.81787109375,7522.78076171875,338156.85791015625,15040.7890625,,22518.31982421875,45105.70068359375,7503.96875,,,60146.08642578125,30036.2314453125,,,30057.4951171875,1770.0899586397059,,72734.62154756434
Masterton District,2021-2022,2.661495931863319E7,678583.9174804688,5979598.9305415135,4030654.6023265165,1.6735807344477635E7,15051.24462890625,2.3941411539545037E7,304043.15565448836,123233.75025850184,1.477733752311964E7,498228.65673828125,490166.51513671875,1.8882290421227787E7,430071.1318359375,2643810.925021063,1.3900237248136872E7,1.5535512600222122E7,30209.72998046875,,2014828.7880859375
Carterton District,2021-2022,2705653.699180453,639837.8740234375,1194639.8485753676,4985340.832130821,3987234.3665134814,7532.212890625,9739856.94702244,155938.85899394914,96319.89576631434,5770645.402426085,52689.35009765625,75227.560546875,1.3261609954861749E7,180764.201171875,989593.6686331956,1.0749848822125841E7,9571030.20737592,7534.84716796875,,1231880.6743125767
South Wairarapa District,2021-2022,3443680.4614257812,758213.4487304688,3254857.5196978403,7959320.426009115,1303514.8018478095,7517.49951171875,1.215289913973269E7,472939.33349609375,555879.8686523438,5600605.933348652,111619.20930989583,75056.83642578125,2.649170617424939E7,698688.5053710938,1967963.6405867033,1.870532219335363E7,9932560.360590916,195136.123046875,7501.93115234375,2969113.851476333
Buller District,2021-2022,4617418.473759191,7410644.984777113,5507912.739100796,1.3828582740816483E7,754917.9091796875,216103.75390625,2636150.2662262563,1302505.6607766543,1504900.4204101562,4500266.7822265625,238238.9404296875,119243.1357421875,6586040.592313878,1373118.6217562808,237440.70263671875,3201096.902401195,704146.3989257812,451661.3720703125,341846.9541015625,809196.3979492188
Grey District,2021-2022,9699850.834124157,8659335.193776809,6246975.898466222,1.674285409888174E7,5674202.942871094,51752.38028109681,2859258.546750536,1037302.3950674019,4202624.436213235,3169812.9633789062,191300.4541015625,44229.5732421875,8790674.765692018,2253292.07985409,1141873.9026175705,2732221.092622166,376288.82470703125,2288268.9266582415,1875306.7400371477,1326592.2465820312
Westland District,2021-2022,5325095.923483456,1.3903715832044655E7,5080925.503852635,1.4032142607144225E7,2248210.8002929688,1296239.9052734375,2010615.9482421875,6564150.898607919,5430301.460740273,1640803.9477539062,329745.322265625,1026335.9897460938,1.1262733451413143E7,9542372.296107152,706919.801384421,1199810.9228515625,1158042.8056985294,3507574.515625,2.055249599181028E7,947659.5180664062
