ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
Nelson City,2022-2023,668707.763671875,3388232.2709960938,285561.82763671875,157774.00146484375,60350.61482651654,22548.43017578125,7829052.270358454,7520.34375,690077.5031441483,1435607.5600585938
Marlborough District,2022-2023,1.4491540641151577E7,4.379945217529297E7,9773159.097753907,3710798.8148724725,2.262856204736328E7,1.2984393363769531E7,5.116768735334329E7,4910409.7847081795,6786218.633469286,2.229501372557828E7
Kaikoura District,2022-2023,1462941.4657762714,865462.9873046875,436967.39501953125,288755.08349609375,2255787.0712890625,657673.1293945312,4174216.088961014,1324227.1690946692,273858.60693359375,1700365.7643612132
Far North District,2022-2023,1586120.70703125,1.0666574427469745E8,1.916174935086014E8,2825098.8854970895,1.72905048301124E8,3.7254471427874155E7,2.9307232820076976E7,4264354.998535156,1122834.3853496476,5.837354220786209E8
Whangarei District,2022-2023,275471.22021484375,4.381020812690717E7,5.429636933931526E7,1239537.4624023438,8.81426136074104E7,4.2439144025490195E7,1.8886325422761567E7,372306.94677734375,1383925.7296357998,2.115958737420209E8
Kaipara District,2022-2023,3440270.4448223035,7.367902638466796E7,6.0187569809271604E7,2930470.410629213,8.679672692466871E7,2.6018357517876837E7,1.3209212101120174E7,1885793.3258406096,2263520.944217218,7.646894106164522E8
Auckland,2022-2023,1589680.2133789062,4.305070066549862E7,9.886815825439262E7,2262567.5849609375,8.994290942695695E7,2.400828903869485E7,1.646924397644378E7,1749052.0977941176,2399852.0561523438,7.939125670926986E8
Waitaki District,2022-2023,7.575333220080806E7,9893565.990990732,1065364.7158203125,5.4535162583340995E7,3.957161935700253E7,3595651.7802159926,3.119642522968846E8,2482714.1033509495,9760690.999586396,9717309.884204581
Central Otago District,2022-2023,5.434050367837201E7,2388939.4079848346,4938417.304698989,2.023950904521484E7,5.170145738100299E7,6197167.3525390625,3.637595413643937E8,6844532.471225873,5129667.878404565,1.0606502184570312E7
Queenstown-Lakes District,2022-2023,9076122.128113512,3188162.6806640625,2382434.9975585938,2.2527893176392082E7,1.2245427849255132E7,5617474.955078125,3.3742393526738666E7,4627424.606933594,2720951.2734375,3424424.6150697
Dunedin City,2022-2023,3.586217763643918E7,1.2263921432751225E7,607682.5283203125,2161350.1023092833,6769862.851074219,329452.43994140625,2.899516714109642E8,586604.1860351562,1594600.3330078125,4499155.6416015625
Clutha District,2022-2023,1.3147575450774738E8,3.717725651762791E7,8393352.952192478,5351778.609495634,4.191819943801126E7,3688444.1176757812,2.0466717519065756E8,9377797.796599265,8918132.026786536,2.956269584900046E7
Southland District,2022-2023,2.817251570434053E8,7.191829125217141E7,1.9675307428919658E7,1.9320884025266163E7,1.2994299375508961E8,2.0795224210975796E7,3.586709582918409E8,2.2458243294632737E7,2.138088069451976E7,5.766332907042547E7
Gore District,2022-2023,3.635128858840763E7,4382994.751016774,1416743.5020239737,2852034.436084942,1.926517582973537E7,1330822.0313514858,5.249602821285998E7,2186252.8538315715,2648732.8732536766,4581217.112848499
Invercargill City,2022-2023,3142047.3904028796,599643.6987304688,692692.70703125,296420.548828125,1646764.2939453125,612836.3515625,4159084.2730238973,1466240.512053845,538989.1218367035,1619250.3696289062
New Plymouth District,2022-2023,410786.94970703125,1860392.7604721966,3493361.6811523438,558286.91015625,1.1323086114587164E7,2444424.316907935,4271833.1589058675,899268.4946403953,351536.2414751838,1.8460925769109994E7
Stratford District,2022-2023,77247.75830078125,9241629.313160617,4056578.2887178306,266662.11658624385,9992071.663309973,4851617.84346852,6089273.645019531,254933.4990234375,54089.27197265625,1.5453507871051623E7
South Taranaki District,2022-2023,1219024.4790039062,4916576.5177619485,9647938.130859375,1510747.6294136795,4.1883838293637015E7,1.293050530795611E7,1.1482715292258348E7,1656362.796875,504626.2554093903,1.9995653037942324E7
Whanganui District,2022-2023,191551.00244140625,1.5041764145461857E7,9309448.77237477,930556.8053079045,1.485077997259689E7,8873368.744326362,1.3805277859987745E7,919886.0049938725,114959.029296875,2.650411283696959E7
Rangitikei District,2022-2023,1057686.6977711397,1.5874237301334633E7,2.393492883803807E7,2740364.7096890323,6.268650085454962E7,2.351316936849916E7,1.5238127466164978E7,3000029.222914752,425368.49980851717,2.4532729927094632E8
Manawatu District,2022-2023,1535286.7182521448,5880606.206272978,2.853807208066982E7,6239978.716356465,6.372578126226257E7,1.9989161606322765E7,1.2507650557703355E7,3734134.1411937037,137450.30078125,7.977077826922488E7
Palmerston North City,2022-2023,452436.6276194853,2052777.6669921875,2700009.0658222274,1830507.153892846,4431433.721725644,961271.2278301164,1852634.157879519,563291.8598632812,,6742986.52377451
Tararua District,2022-2023,683549.4018554688,1.5808487864033777E7,1.8175517416040517E7,2532626.2153320312,5.601560286189875E7,1.7325974506562117E7,7147135.6435546875,2111892.2092333026,243736.6884765625,8.341829609722924E7
Horowhenua District,2022-2023,667966.0625,7362656.439556526,1.009896692544424E7,3596035.753896676,2.899216872179841E7,9575632.162157245,7984391.444609758,1113471.8983130362,128886.068359375,2.0991129789179303E7
Kapiti Coast District,2022-2023,68017.26904296875,4083355.833406097,800100.2559168199,317344.41943359375,920425.361942785,1043545.5050494025,2120291.673590686,83096.21826171875,37816.05029296875,1397534.463181679
Porirua City,2022-2023,67759.59326171875,2155866.335133272,185684.74646522672,80493.79213579962,45146.427734375,214411.38998736214,1040384.3353209252,45149.5732421875,,271089.197265625
Upper Hutt City,2022-2023,15057.22509765625,5091446.954294961,752805.12109375,22602.5126953125,444048.2255859375,624982.9633789062,1893523.3521943935,73956.81646369485,30133.3095703125,1185396.9276788447
Lower Hutt City,2022-2023,30065.72607421875,745335.7064778645,236513.41299977023,37521.4609375,7499.9951171875,180115.01416015625,502518.49462890625,75128.390625,7513.43359375,173794.76837086398
Wellington City,2022-2023,30064.51025390625,458351.767578125,105207.33154296875,97698.3876953125,22511.49951171875,120203.896484375,255513.76416015625,67617.11962890625,37578.35205078125,152068.06896254595
Masterton District,2022-2023,1433866.5483398438,3.539609039088924E7,1.7503790390877757E7,1753653.439520144,4.559864173976525E7,2.650914851933211E7,1.086242094493145E7,1175892.0748755361,362294.48681640625,3.8899438413311884E7
Carterton District,2022-2023,1431313.1352539062,1.523864270664637E7,2876182.6748621324,1987110.4358111212,3.802022382619869E7,8464883.722796034,7297838.437974877,309494.2884957108,836365.72265625,1.791089623547028E7
South Wairarapa District,2022-2023,3253084.7192382812,7190784.182128906,4503477.371036305,3545732.1889590994,8.115725092030102E7,1.5683904886354933E7,1.0047777771434586E7,1111509.6870117188,758572.8471679688,1.808196293253868E7
Buller District,2022-2023,6302935.0673828125,965345.5004882812,1025950.2763671875,1848780.5180664062,3207754.548828125,1292328.9965820312,1.8854676948502604E7,1051519.9296587775,6319911.258467372,3149702.236328125
Grey District,2022-2023,5407195.060558364,1.0003646700683594E7,1672037.4780273438,3455919.0356445312,4082733.198460478,2930416.4637925094,2.0778225753119256E7,1204911.9122070312,7999641.915448836,5915884.591796875
Westland District,2022-2023,9164910.94998468,3278956.302734375,3256350.852797564,5020187.006200214,7048961.875,1.5394710938013174E7,1.5991372875202972E7,1.3181974527722886E7,1.0093492782054229E7,3603963.371428845
