ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
New Plymouth District,2021-2022,1.8011228278103933E7,286959.060546875,1100305.89776731,1809406.3289656097,3556310.348895144,263596.78955078125,560986.9114793965,15514.39013671875,1048478.2569795497,1997095.2321174173
Stratford District,2021-2022,1.823055689457529E7,162421.6474609375,847576.5368221507,1173895.9326171875,8407333.441080729,285713.7783203125,134342.4050972733,46386.46728515625,471324.8193359375,571514.986328125
South Taranaki District,2021-2022,3.409288563493988E7,800586.4501953125,4041611.0484623928,1.4530660184855621E7,1.1155902752311196E7,1218176.0317382812,2124280.341029029,107710.5263671875,2826010.5452014403,5954285.235037532
Whanganui District,2021-2022,2.8616476718947224E7,659335.3842773438,1234265.7470703125,9684366.218240656,1.875578390614277E7,414276.80896905635,4324265.334702436,299270.47314453125,2921801.1487132353,6516183.088597197
Rangitikei District,2021-2022,4.897856020772442E7,2214850.457735907,3834884.9081303617,3.894453173699256E7,3.590001109165901E7,3182468.328969439,4975302.255125996,676854.2998046875,7477515.975779334,8091745.1008042265
Manawatu District,2021-2022,5.327257624574141E7,1998704.5912990195,5816512.138087852,4.938396530125995E7,2.339254457332261E7,2814433.0963867186,4066631.167041973,558045.1469726562,3185140.0747070312,4636236.962501915
Palmerston North City,2021-2022,7297003.052749692,586049.0014648438,607234.6025869332,4053137.683103554,3337240.3422736675,468678.723571538,930626.3843941482,273785.57861328125,380560.17579273897,327513.39202090993
Tararua District,2021-2022,3.4640319628056064E7,387795.0830078125,418339.67333984375,1.1467336508061428E7,3.6226020068384275E7,1003480.2387695312,2.0970421608203124E7,2600952.1088867188,2825176.734062883,8359486.695800781
Horowhenua District,2021-2022,2.7914098494077433E7,2382574.5004882812,4801358.874762561,1.4109930803544346E7,1.158540008299058E7,1178716.1471335017,1185122.2185087316,106286.33740234375,1054711.205078125,2794536.833984375
Kapiti Coast District,2021-2022,3265844.5635799635,249658.65970626532,1034401.1714996935,428445.80726102943,3304662.3631644454,30238.0166015625,181481.04345703125,15096.19677734375,158773.57568359375,539290.867612592
Porirua City,2021-2022,1050676.587032782,120701.21158854167,369647.6560336244,,1543003.9350049784,69926.13073299632,30110.294921875,52723.16064453125,90332.00341796875,37655.08544921875
Upper Hutt City,2021-2022,3247528.574266621,52685.12890625,240849.29052734375,45144.4990234375,3832404.985200291,15054.6884765625,436578.9658203125,195800.13427734375,75250.92724609375,234336.75336435356
Lower Hutt City,2021-2022,240394.857421875,45053.76513671875,112706.8818359375,,547672.9174804688,,15025.341796875,,15019.64404296875,
Wellington City,2021-2022,360641.86767578125,15009.5673828125,51994.31111557905,,450901.03173828125,30060.02734375,7515.162109375,7514.1455078125,22549.544921875,30036.43212890625
Masterton District,2021-2022,4.020230588742149E7,188550.7509765625,75360.42333984375,1.5553807111762792E7,3.821416894413105E7,52807.29296875,3.1889636891415827E7,1221944.1547851562,1472889.318102788,1.8754566568146832E7
Carterton District,2021-2022,9239170.750643382,150672.35546875,105398.826171875,1.1669063646344591E7,1.7998889402022056E7,15083.865234375,1.6359235044743795E7,97810.9853515625,1899322.071742877,7868532.276093366
South Wairarapa District,2021-2022,1.5354726620009957E7,924002.564453125,999171.1440429688,2.009541302636144E7,2.9043163646995634E7,465488.65478515625,1.7255940332406558E7,247647.16064453125,3092347.1725049783,9186196.935811121
Buller District,2021-2022,2.5517037371717986E7,1351550.3532015933,594108.4897460938,3779601.2316157324,7674724.734432445,1566787.1147460938,778713.7729204963,305475.35595703125,7553227.160724954,7220208.164443551
Grey District,2021-2022,3.353007990832376E7,3978883.7093252144,1626096.5726543353,3282274.2090762868,1.5849077324735753E7,2409576.141900276,1261018.725624234,110470.2978515625,9648975.693719363,7667565.712714461
Westland District,2021-2022,2.7311768772462856E7,1.6328722918801699E7,2194119.0219037225,1499439.6079101562,1.512302753837699E7,2.294487761720282E7,1577869.9311523438,1755341.8129882812,1.4764234136155788E7,4266492.085449219
