ta_name,year_period,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
Western Bay of Plenty District,2020-2021,8192950.837557444,1.4869686550176164E7,1.0565713132391237E7,1.9979685920961626E7,118361.60888671875,134097.07275390625,7698904.866883042,173383.68115234375,1.173284008588197E7,2.407921411479205E7
Tauranga City,2020-2021,317310.4999119179,1321288.0487208946,39486.92919921875,398417.9387235754,,7902.806640625,972657.1321978401,30533.697526041666,63177.56787109375,970766.0193091299
Rotorua District,2020-2021,2.127156564408127E7,1.5756046607946537E7,1.2477244062768077E7,3.2664912391467527E7,109932.54736328125,861784.9727270986,1.7471546121120553E7,439399.84130859375,2.3597950682707183E7,2.301703788646408E7
Whakatane District,2020-2021,2.569713293156403E7,1.7145403743081726E7,2.845207301047603E7,5.8930928617371336E7,156556.90966796875,2199130.9764705882,3.562495770517961E7,1301716.0712890625,3.802083174208602E7,4.7841771925587855E7
Kawerau District,2020-2021,31435.3994140625,33686.81074793199,,39291.71142578125,,,147596.24707988667,,,2868947.4298004746
Ōpōtiki District,2020-2021,1290958.494140625,3615806.3857421875,1954602.9235409007,1.0174167747068398E7,55207.43408203125,255119.03685087315,2554007.308618643,55256.34033203125,5073649.677862668,1794851.4213867188
Gisborne District,2020-2021,2.1968694025254674E7,6.4279432331881896E7,1.9615204365408625E7,8.557369307700866E7,957181.9761757046,369651.42919921875,1.033604300326861E7,550516.4653320312,7.653669772409238E7,2.465399081298828E7
Hastings District,2020-2021,3.042187330208142E7,4.119169093364928E7,1.6533617802372472E7,6.414457722693589E7,506576.48027918197,346749.2939453125,1.9246234380485985E7,909017.5035903032,4.8923139527797565E7,1.0575687018997395E8
Napier City,2020-2021,1346959.4654047948,771134.3594707415,6824.691452205881,663212.3956514247,8608.682427619486,,413375.7969113817,23119.43408203125,1676576.8195101868,529066.0447112438
Central Hawke's Bay District,2020-2021,4.947252118842678E7,1.617564912962814E7,7494053.109694777,3.3422342003701363E7,803788.380859375,1915728.1337890625,1.8542778607270606E7,2887459.0215935204,2.6116269271329276E7,1.1583111277697992E8
Wairoa District,2020-2021,5782725.461425781,3.115789716342678E7,8563366.582130821,4.1743541816356465E7,1686156.9311523438,116447.66845703125,4233329.359047565,271514.42529296875,3.1213856995176546E7,9680806.806975719
Tasman District,2020-2021,1.758154358227252E7,681036.724609375,2.0941613365234375E7,6.5333792763671875E7,5856660.4072265625,1.5133772458279718E7,4303757.630371094,4.636896885328393E7,4.756956971954083E7,1.9987686622070312E7
Nelson City,2020-2021,199900.03553730086,,2684387.3772269455,3683692.8295132504,180349.962890625,66112.1828125,150162.92919921875,3538275.4251914825,3507995.840579044,2028519.5424804688
Marlborough District,2020-2021,2.0850076477644376E7,1768814.169921875,6999271.487383196,5.036908263440755E7,6727017.780215993,1.472442954564568E7,1.2848035441894531E7,1.6339021596225873E7,4.101555923993184E7,9870447.979909621
Kaikoura District,2020-2021,1.1030301406925935E7,401001.3398533241,324445.5698127298,3798013.456182981,1410762.5185412837,1187039.0385703892,503231.09033203125,1664895.9543370865,1592247.50390625,7888977.08410118
Far North District,2020-2021,3.545907662500383E7,1.0152077715332031E7,2.245974423779297E7,5.54394453859758E7,1680539.580078125,1956890.4319278493,1.2299275207623889E8,2271349.201786535,5.663181248148744E7,2.4181689068480007E7
Whangarei District,2020-2021,2.3652169442013253E7,4408973.694577206,4614191.446777344,2.045566441701134E7,259488.7041015625,1285809.4542700674,3.2371818528735828E7,728906.3349609375,1.8690474988985907E7,9360354.997414982
Kaipara District,2020-2021,2.858467444818666E7,3589517.903260953,1.466694442052696E7,3.058079522460554E7,869640.4964365042,3336062.7206897214,3.344658740451517E7,3031703.940303309,3.495211936886297E7,1.5673932296465226E7
Auckland,2020-2021,2.0343648190456495E7,7610712.666214767,1.1601381960387945E7,2.7259398940404795E7,4197868.309082031,1646515.62109375,2.122069704413871E7,5101476.359332874,2.297392308427543E7,3.3257757705736827E7
Waitaki District,2020-2021,1.5841408532598996E8,1.3094855525432752E7,4188502.56037837,4.290122538163871E7,1.6100107245270373E7,1.1937305535297949E7,2.179807607031824E7,4186298.468192785,2.2840086574388978E8,4319499.262620634
Central Otago District,2020-2021,1.4573837457125652E8,8723945.809034161,6967189.159097349,3.667185582454427E7,1.6340385788219975E7,7720403.910738358,9871757.588993566,9027760.415527344,1.472124047672143E8,1.398686268487094E7
Queenstown-Lakes District,2020-2021,1.1063788855200674E7,5301792.612792969,2016697.4995117188,8882543.486339614,1.462964709548675E7,8122663.434909237,4888189.422236903,1330666.0708007812,3.2372925922729015E7,2712328.7177734375
Dunedin City,2020-2021,4.5875264364158235E7,5984206.3955078125,3609327.3525390625,1.603666214084712E7,1.624859612494064E7,4329729.723274739,3464251.4399414062,1663281.041639859,7.60173526890089E7,5286745.22456342
Clutha District,2020-2021,1.3192776677753331E8,4202201.593780638,1.4204381595465686E7,1.2037853641853362E8,2.7507197846869253E7,3.158296751425781E7,4987954.8603515625,1.7568222522468597E7,1.6529301879812926E8,8635674.50736826
Southland District,2020-2021,2.1635149932741457E8,3.075625145366881E7,2.689287868964461E7,2.410029339395814E8,6.1913026789931834E7,2.5539434331474036E7,2.0092511000338927E7,1.519578500980775E7,3.297880497436868E8,3.3321975564478017E7
Gore District,2020-2021,3.5116535162856154E7,1534935.4008789062,1164758.426884191,2.4258810317796417E7,9432107.521637563,4011183.934252451,1917509.4705748316,4605601.664552696,4.240230956687156E7,4632727.886307062
Invercargill City,2020-2021,3705661.5331609994,982697.7948050705,684235.3505629596,3918590.536421952,358453.056640625,1142750.4770507812,688745.6840820312,227690.416015625,4330693.574848728,778694.265625
New Plymouth District,2020-2021,1.0802202749251302E7,480888.455078125,3647575.559999234,5994065.947700291,391417.42316367954,92164.8334654565,1627425.0463867188,937948.2993164062,3605567.0249502147,5379552.133469285
Stratford District,2020-2021,7005966.7159811575,224538.2802734375,4258211.672376685,9526942.899576824,549882.5971679688,353452.5566578584,927825.4883616727,1408503.3067497702,2352901.55887523,2176739.9967581956
South Taranaki District,2020-2021,3.118788335917394E7,830026.46484375,8361251.017715992,1.0441500674553845E7,462257.8984375,339181.2710707721,1.0131831585698146E7,3820750.1335458797,8570120.39658969,2.0934828082207415E7
Whanganui District,2020-2021,1.2235137533628216E7,1810114.8872070312,1.1604936777334176E7,2.0809005527697995E7,160958.9443359375,367928.6650390625,2955055.7595913755,2674114.65977137,1.4407934293700214E7,1.2578604756971892E7
Rangitikei District,2020-2021,4.823889638401119E7,9495079.985116038,8516909.153697534,2.563983196410463E7,936252.8002929688,406530.75537109375,1.2889267510047104E7,1416003.144219133,2.587963142488894E7,6.345082801517693E7
Manawatu District,2020-2021,6.325182684154604E7,6204763.422991345,3060630.6327263326,2.7295145779157095E7,45871.21630859375,30644.54345703125,1.9708660175488282E7,685783.5971679688,1.3950680778862212E7,9.317655987872435E7
Palmerston North City,2020-2021,1.3124505658930764E7,958769.4467773438,136883.9501953125,2810641.4423674946,179068.18117723652,134656.76679878985,3419721.605644914,68468.53271484375,1679443.7116191788,8597099.07165863
Tararua District,2020-2021,2.936983364219516E7,4726451.284334788,5774168.854003906,2.296946387945006E7,379950.02587890625,235848.92529296875,4476993.211125153,791814.185546875,1.5336926782837393E7,4.7092518069515936E7
Horowhenua District,2020-2021,1.5065507266833259E7,2474172.4897460938,1670625.8237304688,8163929.279980469,136604.2568359375,227661.27001953125,1.1770751456351485E7,464978.0006491268,5182106.534936044,5967966.498092831
Kapiti Coast District,2020-2021,185160.84852941177,415561.591796875,888370.5789426318,3188625.047849648,45317.017578125,37802.427734375,875832.4844764859,37767.208984375,2362967.1811868106,265837.4490559896
Porirua City,2020-2021,53612.924588311886,82826.4697265625,476989.96410271135,596212.2942497702,15057.2275390625,45149.26708984375,45156.470703125,173090.4130859375,617800.4680147059,180639.66552734375
Upper Hutt City,2020-2021,30125.609375,395793.72616038605,570656.4858398439,2259373.5679610907,60178.9912109375,37641.08544921875,557112.6376953125,7524.607421875,1121912.072746247,255883.13330078125
Lower Hutt City,2020-2021,37533.05859375,45110.380859375,67629.92626953125,105150.50048828125,22529.07763671875,27844.422133501837,22552.60009765625,7518.515625,135181.9912109375,172761.4248046875
Wellington City,2020-2021,67106.91145450369,7518.2109375,127710.56005859375,210397.57861328125,37561.13671875,45077.93798828125,45071.337890625,37540.6982421875,344296.1048426011,101235.88208678002
Masterton District,2020-2021,1.434679999177581E7,5887937.736366421,1.3754761410070082E7,3.752062446573223E7,725604.1616306679,67777.8662109375,2284325.1866555605,1305193.5743144914,1.3341784211086858E7,3.3234764157912076E7
Carterton District,2020-2021,1.0783095311680453E7,6096893.146702666,1439782.835521982,9502511.872089462,134698.76075176164,45203.41015625,2275199.691348805,1281988.858369715,3664252.5719784005,2.400319531217639E7
South Wairarapa District,2020-2021,1.651147302258157E7,7752348.466299019,2013932.4239908855,1.511800922962814E7,1644100.9013327206,630996.5922851562,3779016.5,2749393.035500919,1.2911955235098805E7,1.765837469396446E7
Buller District,2020-2021,8883535.876487821,744286.8227539062,1275408.6245117188,1.1087165559501378E7,6532016.957418045,4971175.3933287375,839517.2045898438,2244427.495088465,1.76924387926528E7,1075817.1987304688
Grey District,2020-2021,8494313.590332031,865829.2736289828,2448040.8203125,1.2796199453517541E7,7318863.558984375,6266747.172240732,2048359.921875,2134520.7139437804,1.719927955748315E7,1061669.8720703125
Westland District,2020-2021,3921329.4111328125,4528047.036693857,863495.7958984375,1.2490449367168352E7,1.9120409842352174E7,2.0151908591817938E7,3269103.2801336553,3874311.012185968,2.1707459406631052E7,670927.2294921875
